ticket_id,user_id,match_id,seat,section,gate_id,category,qr_token,scan_status,scan_time,fraud_score
1600,3962,55,S-A-81,Sec-11,1,Club,QR-F165073F4CF7,Failed,2026-05-14T19:30:00,76
1601,8482,56,S-C-46,Sec-12,12,VIP,QR-774298E764D8,Scanned,2026-05-15T19:35:00,0
1602,1784,57,S-C-59,Sec-9,3,Premium,QR-247B9BFD883A,Scanned,2026-05-16T16:10:00,14
1603,7576,58,S-C-100,Sec-6,8,Premium,QR-086DBDE74CE2,Scanned,2026-05-17T19:00:00,10
1604,9819,59,S-B-41,Sec-10,10,General,QR-F07AF9143CD8,Scanned,2026-05-18T21:55:00,11
1605,9147,60,S-B-97,Sec-13,7,General,QR-FDD386BDED8E,Scanned,2026-05-19T19:37:00,10
1606,6522,61,S-D-47,Sec-6,2,VIP,QR-0074522D7E1A,Scanned,2026-05-20T19:16:00,11
1607,4110,62,S-C-65,Sec-18,8,VIP,QR-7383DB6E7199,Scanned,2026-05-21T23:16:00,3
1608,4255,63,S-A-12,Sec-20,9,Premium,QR-8CFE5457247B,Scanned,2026-05-22T19:39:00,2
1609,9730,64,S-C-51,Sec-5,10,VIP,QR-A632E75E6EAA,Scanned,2026-05-23T16:43:00,10
1610,6306,55,S-B-57,Sec-2,4,General,QR-DE3A77AF3A5C,Scanned,2026-05-14T20:05:00,2
1611,9102,56,S-B-89,Sec-8,13,Premium,QR-4973C57837B6,Scanned,2026-05-15T20:10:00,0
1612,3382,57,S-A-38,Sec-8,2,Premium,QR-10707B7E66C8,Scanned,2026-05-16T15:28:00,6
1613,4150,58,S-D-24,Sec-17,7,Club,QR-7A97206F6134,Scanned,2026-05-17T19:28:00,13
1614,6964,59,S-C-56,Sec-12,11,Club,QR-A930D38614E5,Scanned,2026-05-18T21:41:00,8
1615,2263,60,S-B-42,Sec-8,9,Premium,QR-EAB0EC23CB4C,Scanned,2026-05-19T19:59:00,11
1616,9772,61,S-C-14,Sec-20,5,Premium,QR-1A0D6688BEEA,Scanned,2026-05-20T20:56:00,15
1617,5410,62,S-A-59,Sec-20,8,VIP,QR-24E987A9A678,Scanned,2026-05-21T22:23:00,14
1618,3808,63,S-A-72,Sec-15,10,Club,QR-B8EC4632344D,Scanned,2026-05-22T19:29:00,2
1619,3423,64,S-A-88,Sec-12,11,General,QR-512D42F532B5,Scanned,2026-05-23T15:52:00,15
1620,9042,55,S-D-91,Sec-5,1,VIP,QR-357FB63B974A,Scanned,2026-05-14T20:16:00,0
1621,9822,56,S-C-43,Sec-8,15,Premium,QR-F2247D16C449,Scanned,2026-05-15T19:25:00,9
1622,1112,57,S-A-92,Sec-12,5,Club,QR-2BD6F204BD95,Scanned,2026-05-16T16:44:00,10
1623,9680,58,S-D-94,Sec-6,11,General,QR-6FC080CE5978,Scanned,2026-05-17T21:02:00,2
1624,1484,59,S-D-94,Sec-4,8,Premium,QR-00002ED7576E,Scanned,2026-05-18T22:35:00,5
1625,7348,60,S-D-49,Sec-16,9,General,QR-057513E8CFAA,Scanned,2026-05-19T20:56:00,12
1626,6099,61,S-C-23,Sec-14,2,VIP,QR-C66CD327872E,Scanned,2026-05-20T20:34:00,3
1627,5269,62,S-D-26,Sec-8,9,Club,QR-80414A9D1020,Scanned,2026-05-21T22:57:00,5
1628,2541,63,S-C-3,Sec-20,9,General,QR-687EE2A8F4F6,Scanned,2026-05-22T19:54:00,14
1629,3761,64,S-A-68,Sec-1,7,General,QR-67511A581C0E,Scanned,2026-05-23T15:45:00,3
1630,1454,55,S-C-9,Sec-6,1,VIP,QR-7B21A3836DDA,Scanned,2026-05-14T19:42:00,9
1631,6657,56,S-A-88,Sec-5,13,Club,QR-4142370ED605,Scanned,2026-05-15T20:34:00,6
1632,3909,57,S-B-57,Sec-1,5,VIP,QR-7E38FF7D77E6,Scanned,2026-05-16T16:35:00,14
1633,6107,58,S-C-14,Sec-12,11,General,QR-227CFB447B93,Scanned,2026-05-17T19:03:00,3
1634,4165,59,S-B-79,Sec-11,8,Premium,QR-7933B7C37CAD,Scanned,2026-05-18T22:55:00,15
1635,2073,60,S-C-32,Sec-12,10,Club,QR-B33EBC24B9FA,Scanned,2026-05-19T19:26:00,3
1636,7624,61,S-A-46,Sec-2,2,Premium,QR-AB59B12456F4,Scanned,2026-05-20T19:15:00,6
1637,6252,62,S-D-97,Sec-18,10,General,QR-D97F726929AF,Scanned,2026-05-21T21:07:00,2
1638,8339,63,S-B-38,Sec-14,8,VIP,QR-A9C0D92B49F9,Scanned,2026-05-22T19:58:00,4
1639,9036,64,S-A-63,Sec-4,10,Club,QR-06CD76F641DA,Scanned,2026-05-23T15:44:00,2
1640,9153,55,S-C-99,Sec-2,3,Club,QR-1A2F553D23A5,Scanned,2026-05-14T19:41:00,9
1641,6032,56,S-B-83,Sec-11,16,General,QR-89CF82D9EF14,Scanned,2026-05-15T20:32:00,2
1642,1774,57,S-C-50,Sec-7,6,General,QR-222340830F64,Scanned,2026-05-16T15:04:00,0
1643,9336,58,S-C-88,Sec-2,9,General,QR-20A60853189B,Scanned,2026-05-17T19:29:00,5
1644,4631,59,S-C-10,Sec-7,8,General,QR-B1D8F908795F,Scanned,2026-05-18T21:23:00,5
1645,7251,60,S-B-89,Sec-4,10,Premium,QR-781A98D9354D,Scanned,2026-05-19T21:17:00,1
1646,3901,61,S-D-30,Sec-12,3,General,QR-7D7E17263D30,Scanned,2026-05-20T20:19:00,10
1647,5034,62,S-C-55,Sec-19,10,General,QR-567C30F6E9CA,Scanned,2026-05-21T22:41:00,4
1648,1168,63,S-D-53,Sec-13,9,Premium,QR-2149FCBD1282,Scanned,2026-05-22T20:11:00,13
1649,1171,64,S-D-6,Sec-15,9,Premium,QR-186CE7AE9767,Scanned,2026-05-23T15:16:00,8
1650,2889,55,S-B-63,Sec-3,2,Premium,QR-CA08012E03D1,Scanned,2026-05-14T21:02:00,3
1651,7525,56,S-C-69,Sec-10,13,VIP,QR-066112004BEE,Scanned,2026-05-15T20:38:00,8
1652,7471,57,S-B-12,Sec-18,3,VIP,QR-DAE7DABC276B,Scanned,2026-05-16T16:53:00,3
1653,8684,58,S-D-14,Sec-4,10,Premium,QR-73EE5685665B,Scanned,2026-05-17T20:48:00,1
1654,2370,59,S-A-31,Sec-14,8,General,QR-C7F5805C6E41,Scanned,2026-05-18T21:41:00,5
1655,8243,60,S-A-85,Sec-17,11,VIP,QR-77C95AF55521,Scanned,2026-05-19T19:28:00,4
1656,1233,61,S-B-44,Sec-9,2,Premium,QR-1E78677587BE,Scanned,2026-05-20T19:59:00,1
1657,1925,62,S-D-49,Sec-5,8,VIP,QR-0D828C70AE76,Scanned,2026-05-21T21:22:00,6
1658,4185,63,S-C-85,Sec-15,9,General,QR-1BF293437410,Scanned,2026-05-22T20:23:00,5
1659,9660,64,S-C-72,Sec-6,7,Club,QR-494E9A229632,Scanned,2026-05-23T17:03:00,7
1660,2068,55,S-D-67,Sec-18,2,VIP,QR-D91C7419AC40,Scanned,2026-05-14T21:06:00,3
1661,1630,56,S-B-14,Sec-8,12,Premium,QR-DA9118808498,Scanned,2026-05-15T19:58:00,11
1662,7350,57,S-A-29,Sec-2,1,Club,QR-3F0C065F178F,Scanned,2026-05-16T17:20:00,1
1663,7326,58,S-C-88,Sec-20,11,General,QR-5A293D2236B1,Scanned,2026-05-17T21:15:00,15
1664,5097,59,S-C-82,Sec-15,10,Club,QR-4D1064598E21,Scanned,2026-05-18T22:20:00,15
1665,4668,60,S-B-37,Sec-6,10,Premium,QR-DE9183D118BA,Scanned,2026-05-19T19:24:00,11
1666,1344,61,S-D-39,Sec-5,4,VIP,QR-1943F1982EC1,Scanned,2026-05-20T20:39:00,11
1667,7591,62,S-B-81,Sec-12,7,Club,QR-9EAB82A0CCFD,Scanned,2026-05-21T21:35:00,7
1668,8547,63,S-D-57,Sec-13,8,Club,QR-539FBB4AE9CE,Scanned,2026-05-22T19:33:00,13
1669,7536,64,S-B-93,Sec-17,10,VIP,QR-DB0C1F76E772,Scanned,2026-05-23T15:54:00,10
1670,4189,55,S-C-60,Sec-18,2,Premium,QR-57C08BE0F53E,Scanned,2026-05-14T20:25:00,6
1671,7437,56,S-B-61,Sec-4,15,VIP,QR-19FAAB763961,Scanned,2026-05-15T20:02:00,6
1672,1834,57,S-B-28,Sec-11,5,Club,QR-1AB9DE0B3BE9,Scanned,2026-05-16T16:04:00,13
1673,3955,58,S-D-4,Sec-7,11,Premium,QR-B12C62AF1DD1,Scanned,2026-05-17T19:42:00,13
1674,7585,59,S-B-20,Sec-14,10,Premium,QR-63CF630002AF,Scanned,2026-05-18T22:11:00,4
1675,8974,60,S-C-79,Sec-20,9,Club,QR-E58622489262,Scanned,2026-05-19T20:18:00,4
1676,2405,61,S-A-2,Sec-2,5,General,QR-5C5534FFC6A7,Scanned,2026-05-20T20:56:00,2
1677,4327,62,S-B-28,Sec-10,9,General,QR-17B717E44104,Scanned,2026-05-21T22:00:00,11
1678,8784,63,S-C-91,Sec-6,7,VIP,QR-227D74D61C8E,Scanned,2026-05-22T20:00:00,14
1679,3491,64,S-B-54,Sec-4,9,VIP,QR-E0ED95E6AF3A,Scanned,2026-05-23T16:55:00,5
1680,5608,55,S-B-15,Sec-5,5,Club,QR-AE4114CA6196,Scanned,2026-05-14T20:40:00,15
1681,7242,56,S-D-49,Sec-16,15,General,QR-400F9D7C23A5,Scanned,2026-05-15T21:10:00,4
1682,3980,57,S-D-3,Sec-16,2,General,QR-10A5326E599E,Scanned,2026-05-16T15:48:00,14
1683,7062,58,S-A-23,Sec-5,11,VIP,QR-1DE05563C0BD,Scanned,2026-05-17T19:54:00,2
1684,2819,59,S-B-82,Sec-11,11,VIP,QR-50B9DD8F00F2,Scanned,2026-05-18T21:40:00,4
1685,1262,60,S-D-22,Sec-12,9,General,QR-F1A5F9C2F368,Scanned,2026-05-19T19:50:00,15
1686,9527,61,S-A-63,Sec-11,3,Premium,QR-5E2724111378,Scanned,2026-05-20T19:09:00,8
1687,5311,62,S-D-56,Sec-11,8,General,QR-2B4BBDFC9475,Scanned,2026-05-21T22:19:00,9
1688,6455,63,S-A-17,Sec-20,7,VIP,QR-FADB076BB138,Scanned,2026-05-22T19:23:00,2
1689,4271,64,S-D-49,Sec-13,7,General,QR-012D9CB76064,Scanned,2026-05-23T16:03:00,12
1690,7010,55,S-D-53,Sec-11,1,VIP,QR-B9B1B9155868,Scanned,2026-05-14T19:44:00,10
1691,9009,56,S-C-35,Sec-3,13,VIP,QR-DC69B8120866,Scanned,2026-05-15T20:14:00,6
1692,1377,57,S-B-98,Sec-4,4,General,QR-CD18B59AC950,Scanned,2026-05-16T15:59:00,3
1693,2065,58,S-B-74,Sec-8,8,General,QR-CA0B172683A1,Scanned,2026-05-17T20:35:00,11
1694,6590,59,S-A-20,Sec-19,7,General,QR-7C1780F2403E,Scanned,2026-05-18T23:18:00,0
1695,1921,60,S-B-26,Sec-3,10,VIP,QR-D131DFA13BC2,Scanned,2026-05-19T20:53:00,3
1696,8094,61,S-B-27,Sec-2,2,General,QR-157E4E857A02,Scanned,2026-05-20T20:57:00,0
1697,8800,62,S-B-91,Sec-16,7,Club,QR-3BF6BC3847F1,Scanned,2026-05-21T21:58:00,6
1698,2004,63,S-D-24,Sec-17,11,Premium,QR-E527825B9D20,Scanned,2026-05-22T19:20:00,9
1699,5314,64,S-B-70,Sec-19,7,General,QR-26BFAE17A7E6,Scanned,2026-05-23T16:35:00,6
1700,6266,55,S-B-21,Sec-13,2,General,QR-4C7D0AAE99D7,Failed,2026-05-14T21:01:00,75
1701,4576,56,S-D-33,Sec-12,16,VIP,QR-0A2EEDF05140,Scanned,2026-05-15T19:35:00,9
1702,5124,57,S-C-97,Sec-6,6,Premium,QR-4AC6C7BC8EB1,Scanned,2026-05-16T15:05:00,0
1703,6640,58,S-A-80,Sec-14,7,General,QR-E90EF8AD2F6B,Scanned,2026-05-17T21:04:00,15
1704,6217,59,S-C-90,Sec-20,7,Club,QR-E544A2E7ADAE,Scanned,2026-05-18T23:17:00,2
1705,6868,60,S-D-48,Sec-16,7,VIP,QR-94D741754194,Scanned,2026-05-19T19:59:00,14
1706,4738,61,S-B-6,Sec-12,3,Club,QR-7EBD521EADC5,Scanned,2026-05-20T20:00:00,6
1707,7607,62,S-D-60,Sec-15,10,Club,QR-A3899420DF08,Scanned,2026-05-21T21:22:00,10
1708,1402,63,S-B-41,Sec-13,8,Premium,QR-F4E28D8FAFA4,Scanned,2026-05-22T19:42:00,13
1709,8117,64,S-B-20,Sec-19,8,Club,QR-03EA7F80AC82,Scanned,2026-05-23T15:47:00,0
1710,7411,55,S-D-20,Sec-9,2,Premium,QR-B6030BD8CA0E,Scanned,2026-05-14T20:56:00,0
1711,7427,56,S-B-39,Sec-18,14,Premium,QR-591D133BC1BA,Scanned,2026-05-15T21:15:00,15
1712,9178,57,S-D-56,Sec-6,3,Premium,QR-67A0894858F1,Scanned,2026-05-16T16:32:00,15
1713,2097,58,S-C-91,Sec-16,10,General,QR-65745B00594D,Scanned,2026-05-17T19:50:00,3
1714,9500,59,S-D-28,Sec-14,11,VIP,QR-8C7A2D85D241,Scanned,2026-05-18T22:44:00,7
1715,6548,60,S-C-88,Sec-20,10,General,QR-C4A6B3905D2B,Scanned,2026-05-19T20:02:00,5
1716,6589,61,S-C-89,Sec-5,4,General,QR-647A135BDBB0,Scanned,2026-05-20T20:47:00,9
1717,8325,62,S-C-54,Sec-8,9,Club,QR-825ED4885C36,Scanned,2026-05-21T23:04:00,0
1718,8802,63,S-C-72,Sec-11,8,VIP,QR-49700130D01D,Scanned,2026-05-22T20:21:00,10
1719,6273,64,S-B-91,Sec-19,11,VIP,QR-90BD7D066E05,Scanned,2026-05-23T16:31:00,4
1720,8697,55,S-A-41,Sec-17,5,Premium,QR-33564796C8CF,Scanned,2026-05-14T20:17:00,15
1721,2333,56,S-D-60,Sec-20,12,Club,QR-BF50A9BB990F,Scanned,2026-05-15T20:43:00,10
1722,7383,57,S-B-99,Sec-9,6,VIP,QR-F8DC31501025,Scanned,2026-05-16T17:03:00,14
1723,5041,58,S-B-82,Sec-1,8,VIP,QR-33DCD5A326E0,Scanned,2026-05-17T21:05:00,15
1724,5469,59,S-C-63,Sec-11,9,VIP,QR-FACE640DD4DC,Scanned,2026-05-18T21:17:00,4
1725,5844,60,S-A-95,Sec-7,11,Premium,QR-A8DF810F2095,Scanned,2026-05-19T20:32:00,3
1726,7931,61,S-A-39,Sec-9,5,VIP,QR-51E249EE7010,Scanned,2026-05-20T20:17:00,12
1727,1473,62,S-D-11,Sec-12,8,Premium,QR-784CEAF85B26,Scanned,2026-05-21T22:05:00,0
1728,3572,63,S-D-98,Sec-11,10,Premium,QR-D9DB3E7EEAF0,Scanned,2026-05-22T19:26:00,12
1729,4241,64,S-D-37,Sec-6,7,VIP,QR-90683E7979E2,Scanned,2026-05-23T15:24:00,8
1730,3031,55,S-A-42,Sec-18,5,Premium,QR-D23BE6CCD6E5,Scanned,2026-05-14T19:58:00,0
1731,7145,56,S-A-81,Sec-14,15,VIP,QR-CD50291A77E6,Scanned,2026-05-15T20:44:00,10
1732,6352,57,S-A-83,Sec-10,6,VIP,QR-F242305EEA20,Scanned,2026-05-16T15:39:00,5
1733,3161,58,S-D-9,Sec-3,9,General,QR-A98A288C30C0,Scanned,2026-05-17T19:10:00,1
1734,4851,59,S-A-97,Sec-12,8,Premium,QR-91CA51BC930A,Scanned,2026-05-18T22:54:00,5
1735,6630,60,S-A-64,Sec-13,9,VIP,QR-6D534B4FB2F7,Scanned,2026-05-19T21:00:00,13
1736,7488,61,S-B-71,Sec-3,5,General,QR-AA22CAA02578,Scanned,2026-05-20T19:06:00,13
1737,5273,62,S-B-31,Sec-2,8,Club,QR-80FD36758F1C,Scanned,2026-05-21T22:40:00,3
1738,8843,63,S-A-6,Sec-8,11,General,QR-C4AF206E5DF0,Scanned,2026-05-22T21:07:00,7
1739,6292,64,S-D-97,Sec-13,8,Premium,QR-959B32C3A230,Scanned,2026-05-23T16:45:00,10
1740,7799,55,S-A-6,Sec-7,1,VIP,QR-EFC96A0C25B3,Scanned,2026-05-14T19:14:00,0
1741,9053,56,S-A-45,Sec-3,16,General,QR-2CB54445D112,Scanned,2026-05-15T20:27:00,7
1742,7508,57,S-B-20,Sec-18,5,VIP,QR-DFF0F21A190F,Scanned,2026-05-16T15:10:00,5
1743,9371,58,S-D-21,Sec-7,7,VIP,QR-256D1820E700,Scanned,2026-05-17T20:12:00,11
1744,6359,59,S-C-51,Sec-4,11,VIP,QR-EE899697C9E8,Scanned,2026-05-18T21:55:00,6
1745,9386,60,S-D-27,Sec-6,9,Club,QR-0BF17DE238CB,Scanned,2026-05-19T21:13:00,14
1746,4369,61,S-B-98,Sec-19,1,General,QR-6009928A8BEF,Scanned,2026-05-20T19:41:00,3
1747,8599,62,S-A-83,Sec-8,9,Premium,QR-9B20D2DE2142,Scanned,2026-05-21T22:03:00,11
1748,6078,63,S-A-28,Sec-6,11,VIP,QR-2C8B4D01D751,Scanned,2026-05-22T20:25:00,0
1749,6364,64,S-D-51,Sec-20,9,Premium,QR-24C477F3C596,Scanned,2026-05-23T15:13:00,12
1750,5072,55,S-A-79,Sec-4,2,Club,QR-7BC5D25CD08D,Scanned,2026-05-14T19:18:00,9
1751,5494,56,S-A-39,Sec-15,12,General,QR-34F965D2A1D4,Scanned,2026-05-15T21:08:00,0
1752,7031,57,S-B-83,Sec-7,4,Premium,QR-3DB8F5DD8200,Scanned,2026-05-16T16:56:00,1
1753,7841,58,S-A-39,Sec-2,10,VIP,QR-D2B062D4C90B,Scanned,2026-05-17T21:01:00,8
1754,8487,59,S-B-16,Sec-1,7,VIP,QR-F193CB76B819,Scanned,2026-05-18T22:44:00,8
1755,2411,60,S-B-59,Sec-19,10,Premium,QR-F97D011C3584,Scanned,2026-05-19T21:17:00,3
1756,8860,61,S-A-94,Sec-5,6,VIP,QR-FBE67492F452,Scanned,2026-05-20T20:11:00,0
1757,1490,62,S-A-64,Sec-14,8,General,QR-4B0E9D5B4137,Scanned,2026-05-21T21:39:00,12
1758,1722,63,S-A-99,Sec-9,10,Club,QR-BAC5202A2523,Scanned,2026-05-22T20:36:00,0
1759,1400,64,S-C-25,Sec-8,9,Club,QR-2FFBD0CD6CED,Scanned,2026-05-23T16:29:00,8
1760,8133,55,S-D-30,Sec-2,6,Club,QR-B61DE7DC2700,Scanned,2026-05-14T21:20:00,1
1761,8476,56,S-D-70,Sec-6,14,VIP,QR-8F8BB1A4FCAF,Scanned,2026-05-15T20:58:00,11
1762,6255,57,S-C-53,Sec-6,3,VIP,QR-032BD8A6E730,Scanned,2026-05-16T15:02:00,4
1763,6693,58,S-C-19,Sec-16,11,Club,QR-479B5BED5375,Scanned,2026-05-17T19:45:00,14
1764,2417,59,S-C-18,Sec-11,11,Club,QR-87EF8EB2CBF6,Scanned,2026-05-18T21:48:00,13
1765,1701,60,S-C-65,Sec-5,9,Club,QR-F366BFDA3C19,Scanned,2026-05-19T19:25:00,5
1766,3286,61,S-B-89,Sec-13,5,VIP,QR-1A3061E50A27,Scanned,2026-05-20T19:02:00,5
1767,9513,62,S-A-74,Sec-1,7,Club,QR-7A45F5395E38,Scanned,2026-05-21T22:52:00,1
1768,9015,63,S-A-42,Sec-12,9,Premium,QR-850E9030E3BE,Scanned,2026-05-22T20:22:00,10
1769,4590,64,S-C-96,Sec-14,11,Club,QR-97EAB86CD9CA,Scanned,2026-05-23T15:07:00,12
1770,3552,55,S-B-92,Sec-1,6,General,QR-C870B92BAFD6,Scanned,2026-05-14T20:23:00,14
1771,2184,56,S-C-31,Sec-13,16,General,QR-FCBE0D68EF6E,Scanned,2026-05-15T19:14:00,4
1772,4130,57,S-A-3,Sec-1,3,Premium,QR-F57075D2F1B3,Scanned,2026-05-16T15:02:00,3
1773,2169,58,S-A-33,Sec-15,9,General,QR-DCF4B17B2E34,Scanned,2026-05-17T20:27:00,5
1774,1174,59,S-C-44,Sec-13,7,Club,QR-6A905D54A6F8,Scanned,2026-05-18T21:49:00,12
1775,8839,60,S-A-87,Sec-16,9,Premium,QR-43F4745625BC,Scanned,2026-05-19T20:03:00,13
1776,1509,61,S-C-90,Sec-16,1,Club,QR-753D43313253,Scanned,2026-05-20T19:59:00,11
1777,9034,62,S-A-49,Sec-2,10,General,QR-D45512A84580,Scanned,2026-05-21T21:32:00,11
1778,9909,63,S-A-11,Sec-8,10,General,QR-74A31D1A1BB0,Scanned,2026-05-22T19:19:00,8
1779,4955,64,S-D-5,Sec-11,7,Club,QR-10198586AFB9,Scanned,2026-05-23T15:43:00,10
1780,2556,55,S-A-88,Sec-5,3,Club,QR-F3686AB06996,Scanned,2026-05-14T20:25:00,13
1781,2133,56,S-B-60,Sec-9,16,General,QR-C41404FE58A6,Scanned,2026-05-15T19:11:00,14
1782,5149,57,S-A-90,Sec-17,6,Club,QR-4403F0E3815F,Scanned,2026-05-16T15:03:00,1
1783,3667,58,S-A-38,Sec-20,10,Premium,QR-D2E1902CF753,Scanned,2026-05-17T19:25:00,9
1784,2259,59,S-B-62,Sec-16,9,Club,QR-80821EA0CE2D,Scanned,2026-05-18T22:52:00,4
1785,7173,60,S-A-39,Sec-6,8,General,QR-A437E8B182AD,Scanned,2026-05-19T19:41:00,5
1786,8286,61,S-A-13,Sec-6,2,VIP,QR-1AC15C8FB1B4,Scanned,2026-05-20T19:14:00,7
1787,9129,62,S-C-90,Sec-14,8,Premium,QR-C52C8525E3B4,Scanned,2026-05-21T23:14:00,14
1788,7859,63,S-D-5,Sec-9,7,VIP,QR-045983671DEA,Scanned,2026-05-22T19:01:00,3
1789,2430,64,S-C-86,Sec-12,10,Club,QR-B0BB50CEFDE6,Scanned,2026-05-23T17:03:00,2
1790,3254,55,S-A-4,Sec-6,4,Club,QR-EE6900624EDF,Scanned,2026-05-14T19:11:00,7
1791,9945,56,S-C-72,Sec-9,12,Premium,QR-D5B43A69BBDB,Scanned,2026-05-15T20:30:00,14
1792,2899,57,S-A-30,Sec-7,4,General,QR-2F3B847BE6A2,Scanned,2026-05-16T16:33:00,13
1793,1184,58,S-C-8,Sec-17,8,VIP,QR-9B044A1A73E6,Scanned,2026-05-17T20:46:00,12
1794,9693,59,S-A-39,Sec-5,7,General,QR-B1A43FC6CCA7,Scanned,2026-05-18T21:06:00,8
1795,4092,60,S-D-62,Sec-16,9,Premium,QR-4243BE15392A,Scanned,2026-05-19T19:18:00,6
1796,9871,61,S-A-19,Sec-5,2,General,QR-C793F90B3848,Scanned,2026-05-20T20:36:00,12
1797,9412,62,S-A-73,Sec-6,11,Premium,QR-240B1A8A28E1,Scanned,2026-05-21T23:03:00,15
1798,5301,63,S-D-8,Sec-14,8,Club,QR-C5BCF96CD21C,Scanned,2026-05-22T19:48:00,7
1799,4156,64,S-C-51,Sec-15,7,VIP,QR-02F1AF9B5EB7,Scanned,2026-05-23T15:39:00,0
1800,9349,55,S-D-83,Sec-6,5,Premium,QR-F195945B9A34,Failed,2026-05-14T20:48:00,89
1801,8091,56,S-A-54,Sec-3,13,VIP,QR-752BC55B9F78,Scanned,2026-05-15T19:13:00,2
1802,7055,57,S-C-51,Sec-9,5,General,QR-223F6B36201D,Scanned,2026-05-16T16:43:00,1
1803,6049,58,S-D-66,Sec-16,10,VIP,QR-D0E4DDA27DF0,Scanned,2026-05-17T20:03:00,10
1804,2491,59,S-D-44,Sec-18,10,Premium,QR-7D13A90116E8,Scanned,2026-05-18T21:20:00,10
1805,5445,60,S-C-77,Sec-17,11,General,QR-E9258A751729,Scanned,2026-05-19T20:16:00,8
1806,4134,61,S-C-40,Sec-7,2,VIP,QR-543904CD1D68,Scanned,2026-05-20T19:58:00,7
1807,7945,62,S-B-99,Sec-20,9,Club,QR-0DBF792E89A8,Scanned,2026-05-21T22:09:00,8
1808,9893,63,S-C-27,Sec-15,8,VIP,QR-6E4CF413D8EF,Scanned,2026-05-22T20:32:00,11
1809,5048,64,S-B-77,Sec-11,11,Premium,QR-778C7293792C,Scanned,2026-05-23T16:50:00,9
1810,7417,55,S-D-92,Sec-9,2,Club,QR-B2A6753C4424,Scanned,2026-05-14T19:45:00,7
1811,3398,56,S-C-78,Sec-3,16,Club,QR-9FA9D3678704,Scanned,2026-05-15T19:03:00,10
1812,1054,57,S-A-25,Sec-9,3,General,QR-4BA5D0EDFB0E,Scanned,2026-05-16T15:44:00,12
1813,9375,58,S-D-26,Sec-9,10,Club,QR-B6ED58A02ACB,Scanned,2026-05-17T19:00:00,8
1814,8805,59,S-D-50,Sec-11,7,Club,QR-865FC4DE4348,Scanned,2026-05-18T21:15:00,3
1815,6921,60,S-A-6,Sec-3,7,Premium,QR-4016E7ACEBA7,Scanned,2026-05-19T20:34:00,3
1816,3088,61,S-A-96,Sec-14,3,General,QR-F73ADF8A4805,Scanned,2026-05-20T19:00:00,8
1817,2826,62,S-C-80,Sec-9,8,General,QR-D5081073BC4A,Scanned,2026-05-21T23:05:00,0
1818,4612,63,S-C-71,Sec-12,9,Club,QR-992EEE665687,Scanned,2026-05-22T20:19:00,7
1819,4603,64,S-B-50,Sec-7,8,Premium,QR-C1358D87F483,Scanned,2026-05-23T17:15:00,10
1820,5420,55,S-D-16,Sec-4,5,General,QR-9A07DFA765AE,Scanned,2026-05-14T20:39:00,2
1821,8529,56,S-B-23,Sec-8,13,Club,QR-6F1161C05D2F,Scanned,2026-05-15T20:24:00,7
1822,6055,57,S-D-75,Sec-20,3,General,QR-AC3E6B54E139,Scanned,2026-05-16T17:20:00,7
1823,2645,58,S-A-53,Sec-15,10,Club,QR-3C4B08521C77,Scanned,2026-05-17T20:26:00,7
1824,1378,59,S-C-27,Sec-16,10,Premium,QR-6C1CA3E3D5DD,Scanned,2026-05-18T21:42:00,12
1825,9177,60,S-D-57,Sec-20,10,VIP,QR-41475B1DF08D,Scanned,2026-05-19T19:58:00,0
1826,7188,61,S-B-52,Sec-7,2,VIP,QR-F2E6F193A9D2,Scanned,2026-05-20T20:44:00,2
1827,5492,62,S-B-92,Sec-10,8,VIP,QR-E6D808135463,Scanned,2026-05-21T21:50:00,12
1828,4999,63,S-A-58,Sec-1,8,Club,QR-C8209F9CEED2,Scanned,2026-05-22T19:20:00,0
1829,1336,64,S-D-56,Sec-15,10,VIP,QR-892EA822ACCA,Scanned,2026-05-23T15:48:00,12
1830,6706,55,S-B-35,Sec-12,4,General,QR-3B4DD4C0E46A,Scanned,2026-05-14T19:29:00,8
1831,4591,56,S-B-5,Sec-13,14,Club,QR-B2CFAF9A853A,Scanned,2026-05-15T20:40:00,5
1832,3602,57,S-A-79,Sec-18,3,General,QR-EA76E75B7888,Scanned,2026-05-16T16:22:00,2
1833,8424,58,S-B-38,Sec-5,7,VIP,QR-34958B08339D,Scanned,2026-05-17T21:00:00,8
1834,7709,59,S-C-22,Sec-17,10,VIP,QR-A0B2F41C1965,Scanned,2026-05-18T22:33:00,7
1835,3883,60,S-C-71,Sec-16,7,Premium,QR-9B126C5CA2EC,Scanned,2026-05-19T20:57:00,1
1836,4202,61,S-A-9,Sec-4,4,Premium,QR-B83829675D06,Scanned,2026-05-20T20:20:00,0
1837,8579,62,S-C-93,Sec-6,9,Premium,QR-9DA48776CFAF,Scanned,2026-05-21T21:04:00,3
1838,6333,63,S-B-99,Sec-9,8,Premium,QR-4CDCD56BE7C4,Scanned,2026-05-22T20:18:00,0
1839,7453,64,S-B-22,Sec-2,11,General,QR-E00C867F5619,Scanned,2026-05-23T15:12:00,1
1840,7017,55,S-C-60,Sec-8,4,Premium,QR-23C131D1B52E,Scanned,2026-05-14T20:47:00,7
1841,3656,56,S-A-9,Sec-13,15,Premium,QR-7114BE9607CB,Scanned,2026-05-15T20:52:00,7
