decision_id,title,category,severity,confidence,risk_score,evidence,predicted_impact,recommended_action,status,created_at
AI-DEC-228,AI Operational Optimization (FACILITY),facility,high,0.84,83,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-05T08:16:00
AI-DEC-229,AI Operational Optimization (EMERGENCY),emergency,low,0.86,17,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-09T07:59:00
AI-DEC-230,Restricted Zone Entry Warning,security,low,0.87,32,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-18T23:18:00
AI-DEC-231,Gate B Congestion Re-routing,crowd,low,0.88,35,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-13T09:33:00
AI-DEC-232,Gate B Congestion Re-routing,crowd,medium,0.89,17,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-05-01T10:03:00
AI-DEC-233,AI Operational Optimization (FACILITY),facility,low,0.84,33,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-06T00:03:00
AI-DEC-234,AI Operational Optimization (EMERGENCY),emergency,medium,0.85,20,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-23T11:15:00
AI-DEC-235,AI Operational Optimization (WEATHER),weather,medium,0.97,27,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-05-06T02:52:00
AI-DEC-236,AI Operational Optimization (FACILITY),facility,medium,0.87,15,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-25T04:27:00
AI-DEC-237,Gate B Congestion Re-routing,crowd,medium,0.86,10,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-18T10:52:00
AI-DEC-238,Restricted Zone Entry Warning,security,low,0.81,15,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-20T15:14:00
AI-DEC-239,AI Operational Optimization (FACILITY),facility,medium,0.85,18,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-04T01:22:00
AI-DEC-240,AI Operational Optimization (FACILITY),facility,low,0.84,34,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-07T03:11:00
AI-DEC-241,AI Operational Optimization (FACILITY),facility,medium,0.83,26,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-05T18:43:00
AI-DEC-242,Gate B Congestion Re-routing,crowd,medium,0.95,26,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-05-03T01:38:00
AI-DEC-243,AI Operational Optimization (WEATHER),weather,medium,0.86,10,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-16T13:05:00
AI-DEC-244,Restricted Zone Entry Warning,security,low,0.85,39,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-08T03:10:00
AI-DEC-245,AI Operational Optimization (FACILITY),facility,medium,0.89,35,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-05T17:54:00
AI-DEC-246,Restricted Zone Entry Warning,security,medium,0.78,12,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-23T22:08:00
AI-DEC-247,AI Operational Optimization (WEATHER),weather,critical,0.79,90,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-23T15:17:00
AI-DEC-248,Gate B Congestion Re-routing,crowd,low,0.93,25,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-26T03:07:00
AI-DEC-249,Restricted Zone Entry Warning,security,high,0.93,89,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-07T00:03:00
AI-DEC-250,Restricted Zone Entry Warning,security,low,0.85,20,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-29T05:21:00
AI-DEC-251,AI Operational Optimization (EMERGENCY),emergency,high,0.94,75,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-21T23:38:00
AI-DEC-252,AI Operational Optimization (EMERGENCY),emergency,critical,0.75,58,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-18T21:34:00
AI-DEC-253,AI Operational Optimization (WEATHER),weather,medium,0.9,12,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-17T07:04:00
AI-DEC-254,AI Operational Optimization (EMERGENCY),emergency,medium,0.84,14,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-05-03T10:02:00
AI-DEC-255,AI Operational Optimization (FACILITY),facility,medium,0.85,38,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-02T21:57:00
AI-DEC-256,Gate B Congestion Re-routing,crowd,low,0.84,27,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-05T11:24:00
AI-DEC-257,Restricted Zone Entry Warning,security,low,0.95,35,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-18T16:30:00
AI-DEC-258,AI Operational Optimization (EMERGENCY),emergency,critical,0.91,52,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-24T04:24:00
AI-DEC-259,Gate B Congestion Re-routing,crowd,low,0.8,37,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-22T05:23:00
AI-DEC-260,AI Operational Optimization (EMERGENCY),emergency,low,0.98,15,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-12T11:42:00
AI-DEC-261,Restricted Zone Entry Warning,security,high,0.97,81,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-29T21:30:00
AI-DEC-262,Restricted Zone Entry Warning,security,medium,0.8,26,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-05-03T00:23:00
AI-DEC-263,Restricted Zone Entry Warning,security,medium,0.76,12,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-21T16:21:00
AI-DEC-264,AI Operational Optimization (FACILITY),facility,medium,0.83,21,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-06T05:11:00
AI-DEC-265,Restricted Zone Entry Warning,security,medium,0.81,11,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-05-05T02:22:00
AI-DEC-266,Restricted Zone Entry Warning,security,medium,0.9,28,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-15T11:08:00
AI-DEC-267,Gate B Congestion Re-routing,crowd,low,0.98,22,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-11T01:18:00
AI-DEC-268,AI Operational Optimization (EMERGENCY),emergency,high,0.78,84,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-04T11:03:00
AI-DEC-269,AI Operational Optimization (EMERGENCY),emergency,medium,0.94,40,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-05-01T08:22:00
AI-DEC-270,AI Operational Optimization (FACILITY),facility,low,0.83,21,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-14T14:23:00
AI-DEC-271,AI Operational Optimization (FACILITY),facility,high,0.91,56,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-13T12:38:00
AI-DEC-272,Gate B Congestion Re-routing,crowd,medium,0.97,26,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-07T12:34:00
AI-DEC-273,Restricted Zone Entry Warning,security,medium,0.96,21,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-23T00:22:00
AI-DEC-274,AI Operational Optimization (WEATHER),weather,low,0.82,24,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-22T05:50:00
AI-DEC-275,Gate B Congestion Re-routing,crowd,low,0.96,30,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-05-01T23:56:00
AI-DEC-276,AI Operational Optimization (FACILITY),facility,high,0.93,40,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-30T21:19:00
AI-DEC-277,Restricted Zone Entry Warning,security,low,0.77,20,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-24T07:31:00
AI-DEC-278,Restricted Zone Entry Warning,security,low,0.82,40,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-03T03:47:00
AI-DEC-279,AI Operational Optimization (WEATHER),weather,medium,0.93,22,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-02T19:58:00
AI-DEC-280,AI Operational Optimization (FACILITY),facility,low,0.91,24,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-02T02:10:00
AI-DEC-281,Gate B Congestion Re-routing,crowd,high,0.92,48,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-10T15:12:00
AI-DEC-282,Restricted Zone Entry Warning,security,low,0.97,40,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-03T18:58:00
AI-DEC-283,Gate B Congestion Re-routing,crowd,high,0.75,65,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-13T07:26:00
AI-DEC-284,Restricted Zone Entry Warning,security,medium,0.97,32,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-14T21:01:00
AI-DEC-285,AI Operational Optimization (EMERGENCY),emergency,high,0.89,45,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-03T14:26:00
AI-DEC-286,AI Operational Optimization (FACILITY),facility,low,0.98,34,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-06T09:46:00
AI-DEC-287,Restricted Zone Entry Warning,security,high,0.86,72,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-04T01:59:00
AI-DEC-288,Gate B Congestion Re-routing,crowd,low,0.76,10,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-08T12:29:00
AI-DEC-289,Gate B Congestion Re-routing,crowd,low,0.78,27,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-03T20:08:00
AI-DEC-290,AI Operational Optimization (EMERGENCY),emergency,high,0.79,72,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-24T11:33:00
AI-DEC-291,Restricted Zone Entry Warning,security,low,0.87,36,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-27T17:25:00
AI-DEC-292,AI Operational Optimization (EMERGENCY),emergency,medium,0.97,40,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-05-03T08:01:00
AI-DEC-293,AI Operational Optimization (EMERGENCY),emergency,medium,0.75,34,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-14T19:04:00
AI-DEC-294,AI Operational Optimization (EMERGENCY),emergency,low,0.83,16,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-01T15:22:00
AI-DEC-295,AI Operational Optimization (FACILITY),facility,low,0.96,37,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-28T03:18:00
AI-DEC-296,Gate B Congestion Re-routing,crowd,high,0.87,83,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-21T09:22:00
AI-DEC-297,AI Operational Optimization (EMERGENCY),emergency,low,0.88,22,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-16T23:05:00
AI-DEC-298,Restricted Zone Entry Warning,security,low,0.79,37,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-30T06:31:00
AI-DEC-299,AI Operational Optimization (WEATHER),weather,high,0.95,91,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-26T12:06:00
AI-DEC-300,Gate B Congestion Re-routing,crowd,low,0.87,37,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-23T14:35:00
AI-DEC-301,AI Operational Optimization (EMERGENCY),emergency,high,0.87,62,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-05-02T12:21:00
AI-DEC-302,AI Operational Optimization (WEATHER),weather,low,0.92,17,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-12T22:42:00
AI-DEC-303,AI Operational Optimization (EMERGENCY),emergency,high,0.82,78,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-09T19:33:00
AI-DEC-304,Gate B Congestion Re-routing,crowd,medium,0.78,20,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-18T20:36:00
AI-DEC-305,AI Operational Optimization (FACILITY),facility,medium,0.92,22,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-11T22:23:00
AI-DEC-306,Restricted Zone Entry Warning,security,medium,0.79,39,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-05T05:59:00
AI-DEC-307,AI Operational Optimization (FACILITY),facility,medium,0.79,23,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-23T10:25:00
AI-DEC-308,AI Operational Optimization (EMERGENCY),emergency,high,0.86,60,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-25T17:34:00
AI-DEC-309,Gate B Congestion Re-routing,crowd,low,0.82,15,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-22T20:04:00
AI-DEC-310,AI Operational Optimization (EMERGENCY),emergency,high,0.81,90,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-05-01T13:06:00
AI-DEC-311,AI Operational Optimization (EMERGENCY),emergency,medium,0.91,32,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-19T00:40:00
AI-DEC-312,Restricted Zone Entry Warning,security,medium,0.88,39,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-13T16:32:00
AI-DEC-313,AI Operational Optimization (EMERGENCY),emergency,low,0.97,40,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-23T04:02:00
AI-DEC-314,AI Operational Optimization (EMERGENCY),emergency,low,0.77,18,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-09T08:06:00
AI-DEC-315,AI Operational Optimization (WEATHER),weather,medium,0.79,24,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-06T02:12:00
AI-DEC-316,AI Operational Optimization (FACILITY),facility,critical,0.88,83,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-11T01:21:00
AI-DEC-317,Gate B Congestion Re-routing,crowd,high,0.96,72,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-24T20:24:00
AI-DEC-318,AI Operational Optimization (EMERGENCY),emergency,high,0.89,58,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-03T17:39:00
AI-DEC-319,AI Operational Optimization (WEATHER),weather,medium,0.79,29,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-01T04:24:00
AI-DEC-320,AI Operational Optimization (FACILITY),facility,high,0.92,46,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-10T19:01:00
AI-DEC-321,Restricted Zone Entry Warning,security,low,0.78,19,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-29T08:00:00
AI-DEC-322,AI Operational Optimization (FACILITY),facility,medium,0.88,13,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-19T03:39:00
AI-DEC-323,AI Operational Optimization (EMERGENCY),emergency,low,0.88,39,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-09T05:54:00
AI-DEC-324,Gate B Congestion Re-routing,crowd,medium,0.81,40,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-23T14:23:00
AI-DEC-325,Gate B Congestion Re-routing,crowd,low,0.84,38,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-20T08:39:00
AI-DEC-326,AI Operational Optimization (WEATHER),weather,medium,0.75,37,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-30T04:28:00
AI-DEC-327,Gate B Congestion Re-routing,crowd,medium,0.77,35,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-02T16:50:00
AI-DEC-328,Restricted Zone Entry Warning,security,low,0.98,28,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-05-03T06:50:00
AI-DEC-329,Gate B Congestion Re-routing,crowd,low,0.97,38,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-11T04:03:00
AI-DEC-330,Restricted Zone Entry Warning,security,low,0.8,40,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-05-03T00:22:00
AI-DEC-331,AI Operational Optimization (FACILITY),facility,critical,0.86,49,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-03T21:29:00
