scan_id,ticket_id,scan_time,gate_id,scanner_id,result,details
7777,7777,2026-05-21T21:40:00,9,SCN-9-1,Success,Access granted
7778,7778,2026-05-22T21:02:00,8,SCN-8-4,Success,Access granted
7779,7779,2026-05-23T17:18:00,11,SCN-11-1,Success,Access granted
7780,7780,2026-05-14T20:16:00,6,SCN-6-3,Success,Access granted
7781,7781,2026-05-15T21:09:00,14,SCN-14-2,Success,Access granted
7782,7782,2026-05-16T15:41:00,3,SCN-3-4,Success,Access granted
7783,7783,2026-05-17T19:01:00,10,SCN-10-4,Success,Access granted
7784,7784,2026-05-18T23:12:00,8,SCN-8-3,Success,Access granted
7785,7785,2026-05-19T20:33:00,7,SCN-7-4,Success,Access granted
7786,7786,2026-05-20T19:56:00,1,SCN-1-1,Success,Access granted
7787,7787,2026-05-21T21:41:00,8,SCN-8-3,Success,Access granted
7788,7788,2026-05-22T20:46:00,11,SCN-11-1,Success,Access granted
7789,7789,2026-05-23T16:23:00,10,SCN-10-1,Success,Access granted
7790,7790,2026-05-14T19:07:00,6,SCN-6-3,Success,Access granted
7791,7791,2026-05-15T19:16:00,15,SCN-15-2,Success,Access granted
7792,7792,2026-05-16T16:58:00,6,SCN-6-3,Success,Access granted
7793,7793,2026-05-17T20:43:00,9,SCN-9-4,Success,Access granted
7794,7794,2026-05-18T23:20:00,10,SCN-10-3,Success,Access granted
7795,7795,2026-05-19T20:21:00,11,SCN-11-2,Success,Access granted
7796,7796,2026-05-20T21:18:00,6,SCN-6-2,Success,Access granted
7797,7797,2026-05-21T22:18:00,9,SCN-9-1,Success,Access granted
7798,7798,2026-05-22T20:40:00,7,SCN-7-4,Success,Access granted
7799,7799,2026-05-23T15:38:00,9,SCN-9-3,Success,Access granted
7800,7800,2026-05-14T21:16:00,1,SCN-1-2,Suspicious Location,Access denied - flagged
7801,7801,2026-05-15T19:31:00,16,SCN-16-1,Success,Access granted
7802,7802,2026-05-16T15:43:00,4,SCN-4-4,Success,Access granted
7803,7803,2026-05-17T19:36:00,9,SCN-9-2,Success,Access granted
7804,7804,2026-05-18T21:06:00,11,SCN-11-3,Success,Access granted
7805,7805,2026-05-19T19:09:00,10,SCN-10-4,Success,Access granted
7806,7806,2026-05-20T20:12:00,5,SCN-5-1,Success,Access granted
7807,7807,2026-05-21T22:40:00,10,SCN-10-1,Success,Access granted
7808,7808,2026-05-22T19:35:00,9,SCN-9-4,Success,Access granted
7809,7809,2026-05-23T16:17:00,8,SCN-8-3,Success,Access granted
7810,7810,2026-05-14T20:58:00,5,SCN-5-4,Success,Access granted
7811,7811,2026-05-15T19:08:00,15,SCN-15-1,Success,Access granted
7812,7812,2026-05-16T15:26:00,4,SCN-4-4,Success,Access granted
7813,7813,2026-05-17T19:06:00,11,SCN-11-4,Success,Access granted
7814,7814,2026-05-18T22:10:00,7,SCN-7-2,Success,Access granted
7815,7815,2026-05-19T20:33:00,11,SCN-11-1,Success,Access granted
7816,7816,2026-05-20T19:19:00,4,SCN-4-2,Success,Access granted
7817,7817,2026-05-21T22:43:00,7,SCN-7-3,Success,Access granted
7818,7818,2026-05-22T20:41:00,9,SCN-9-1,Success,Access granted
7819,7819,2026-05-23T16:17:00,10,SCN-10-3,Success,Access granted
7820,7820,2026-05-14T19:41:00,4,SCN-4-4,Success,Access granted
7821,7821,2026-05-15T19:05:00,16,SCN-16-2,Success,Access granted
7822,7822,2026-05-16T15:14:00,4,SCN-4-4,Success,Access granted
7823,7823,2026-05-17T19:17:00,9,SCN-9-2,Success,Access granted
7824,7824,2026-05-18T22:46:00,10,SCN-10-3,Success,Access granted
7825,7825,2026-05-19T19:26:00,11,SCN-11-2,Success,Access granted
7826,7826,2026-05-20T19:36:00,6,SCN-6-4,Success,Access granted
7827,7827,2026-05-21T22:05:00,7,SCN-7-3,Success,Access granted
7828,7828,2026-05-22T19:12:00,9,SCN-9-1,Success,Access granted
7829,7829,2026-05-23T15:23:00,8,SCN-8-4,Success,Access granted
7830,7830,2026-05-14T19:59:00,2,SCN-2-1,Success,Access granted
7831,7831,2026-05-15T20:48:00,12,SCN-12-4,Success,Access granted
7832,7832,2026-05-16T17:19:00,4,SCN-4-1,Success,Access granted
7833,7833,2026-05-17T20:31:00,8,SCN-8-3,Success,Access granted
7834,7834,2026-05-18T23:02:00,9,SCN-9-1,Success,Access granted
7835,7835,2026-05-19T20:05:00,8,SCN-8-2,Success,Access granted
7836,7836,2026-05-20T19:48:00,1,SCN-1-3,Success,Access granted
7837,7837,2026-05-21T23:08:00,8,SCN-8-1,Success,Access granted
7838,7838,2026-05-22T19:38:00,7,SCN-7-3,Success,Access granted
7839,7839,2026-05-23T16:00:00,11,SCN-11-4,Success,Access granted
7840,7840,2026-05-14T19:06:00,1,SCN-1-2,Success,Access granted
7841,7841,2026-05-15T20:52:00,12,SCN-12-1,Success,Access granted
7842,7842,2026-05-16T15:06:00,2,SCN-2-1,Success,Access granted
7843,7843,2026-05-17T19:17:00,11,SCN-11-4,Success,Access granted
7844,7844,2026-05-18T22:58:00,8,SCN-8-3,Success,Access granted
7845,7845,2026-05-19T19:41:00,8,SCN-8-4,Success,Access granted
7846,7846,2026-05-20T20:22:00,6,SCN-6-3,Success,Access granted
7847,7847,2026-05-21T21:00:00,10,SCN-10-2,Success,Access granted
7848,7848,2026-05-22T19:51:00,7,SCN-7-3,Success,Access granted
7849,7849,2026-05-23T17:06:00,10,SCN-10-2,Success,Access granted
7850,7850,2026-05-14T19:20:00,1,SCN-1-3,Success,Access granted
7851,7851,2026-05-15T19:25:00,13,SCN-13-2,Success,Access granted
7852,7852,2026-05-16T16:46:00,5,SCN-5-1,Success,Access granted
7853,7853,2026-05-17T20:02:00,11,SCN-11-1,Success,Access granted
7854,7854,2026-05-18T21:40:00,9,SCN-9-3,Success,Access granted
7855,7855,2026-05-19T20:03:00,10,SCN-10-3,Success,Access granted
7856,7856,2026-05-20T19:45:00,1,SCN-1-1,Success,Access granted
7857,7857,2026-05-21T21:53:00,8,SCN-8-4,Success,Access granted
7858,7858,2026-05-22T19:52:00,11,SCN-11-3,Success,Access granted
7859,7859,2026-05-23T16:39:00,8,SCN-8-3,Success,Access granted
7860,7860,2026-05-14T19:13:00,4,SCN-4-2,Success,Access granted
7861,7861,2026-05-15T19:36:00,15,SCN-15-2,Success,Access granted
7862,7862,2026-05-16T15:49:00,6,SCN-6-3,Success,Access granted
7863,7863,2026-05-17T19:52:00,7,SCN-7-3,Success,Access granted
7864,7864,2026-05-18T22:09:00,8,SCN-8-4,Success,Access granted
7865,7865,2026-05-19T19:42:00,7,SCN-7-2,Success,Access granted
7866,7866,2026-05-20T19:24:00,4,SCN-4-3,Success,Access granted
7867,7867,2026-05-21T22:29:00,8,SCN-8-1,Success,Access granted
7868,7868,2026-05-22T20:48:00,10,SCN-10-1,Success,Access granted
7869,7869,2026-05-23T16:40:00,11,SCN-11-2,Success,Access granted
7870,7870,2026-05-14T20:03:00,5,SCN-5-3,Success,Access granted
7871,7871,2026-05-15T20:15:00,16,SCN-16-4,Success,Access granted
7872,7872,2026-05-16T15:16:00,4,SCN-4-3,Success,Access granted
7873,7873,2026-05-17T20:38:00,10,SCN-10-4,Success,Access granted
7874,7874,2026-05-18T21:20:00,9,SCN-9-3,Success,Access granted
7875,7875,2026-05-19T20:48:00,8,SCN-8-1,Success,Access granted
7876,7876,2026-05-20T20:02:00,4,SCN-4-3,Success,Access granted
7877,7877,2026-05-21T22:27:00,7,SCN-7-2,Success,Access granted
7878,7878,2026-05-22T20:36:00,11,SCN-11-2,Success,Access granted
7879,7879,2026-05-23T17:13:00,10,SCN-10-2,Success,Access granted
7880,7880,2026-05-14T19:17:00,1,SCN-1-3,Success,Access granted
7881,7881,2026-05-15T19:11:00,15,SCN-15-4,Success,Access granted
7882,7882,2026-05-16T16:56:00,5,SCN-5-3,Success,Access granted
7883,7883,2026-05-17T19:36:00,8,SCN-8-2,Success,Access granted
7884,7884,2026-05-18T23:13:00,10,SCN-10-2,Success,Access granted
7885,7885,2026-05-19T20:20:00,7,SCN-7-2,Success,Access granted
7886,7886,2026-05-20T20:12:00,5,SCN-5-4,Success,Access granted
7887,7887,2026-05-21T21:21:00,9,SCN-9-2,Success,Access granted
7888,7888,2026-05-22T19:46:00,7,SCN-7-2,Success,Access granted
7889,7889,2026-05-23T16:58:00,10,SCN-10-3,Success,Access granted
7890,7890,2026-05-14T21:18:00,5,SCN-5-3,Success,Access granted
7891,7891,2026-05-15T20:54:00,13,SCN-13-3,Success,Access granted
7892,7892,2026-05-16T15:19:00,2,SCN-2-1,Success,Access granted
7893,7893,2026-05-17T19:06:00,11,SCN-11-1,Success,Access granted
7894,7894,2026-05-18T21:39:00,11,SCN-11-3,Success,Access granted
7895,7895,2026-05-19T20:47:00,7,SCN-7-1,Success,Access granted
7896,7896,2026-05-20T19:18:00,3,SCN-3-4,Success,Access granted
7897,7897,2026-05-21T21:51:00,10,SCN-10-3,Success,Access granted
7898,7898,2026-05-22T19:10:00,7,SCN-7-1,Success,Access granted
7899,7899,2026-05-23T16:49:00,11,SCN-11-1,Success,Access granted
7900,7900,2026-05-14T20:40:00,6,SCN-6-1,Invalid QR,Access denied - flagged
7901,7901,2026-05-15T19:30:00,12,SCN-12-4,Success,Access granted
7902,7902,2026-05-16T15:15:00,2,SCN-2-3,Success,Access granted
7903,7903,2026-05-17T19:51:00,8,SCN-8-4,Success,Access granted
7904,7904,2026-05-18T21:17:00,7,SCN-7-1,Success,Access granted
7905,7905,2026-05-19T19:09:00,9,SCN-9-1,Success,Access granted
7906,7906,2026-05-20T19:09:00,1,SCN-1-2,Success,Access granted
7907,7907,2026-05-21T21:08:00,9,SCN-9-1,Success,Access granted
7908,7908,2026-05-22T19:49:00,8,SCN-8-1,Success,Access granted
7909,7909,2026-05-23T16:33:00,11,SCN-11-1,Success,Access granted
7910,7910,2026-05-14T21:20:00,4,SCN-4-1,Success,Access granted
7911,7911,2026-05-15T20:22:00,13,SCN-13-4,Success,Access granted
7912,7912,2026-05-16T15:42:00,6,SCN-6-2,Success,Access granted
7913,7913,2026-05-17T21:07:00,8,SCN-8-2,Success,Access granted
7914,7914,2026-05-18T22:39:00,8,SCN-8-1,Success,Access granted
7915,7915,2026-05-19T21:16:00,8,SCN-8-3,Success,Access granted
7916,7916,2026-05-20T19:03:00,5,SCN-5-3,Success,Access granted
7917,7917,2026-05-21T22:22:00,7,SCN-7-4,Success,Access granted
7918,7918,2026-05-22T20:44:00,11,SCN-11-3,Success,Access granted
7919,7919,2026-05-23T16:03:00,8,SCN-8-1,Success,Access granted
7920,7920,2026-05-14T21:19:00,5,SCN-5-1,Success,Access granted
7921,7921,2026-05-15T19:23:00,14,SCN-14-2,Success,Access granted
7922,7922,2026-05-16T16:18:00,2,SCN-2-4,Success,Access granted
7923,7923,2026-05-17T19:23:00,8,SCN-8-1,Success,Access granted
7924,7924,2026-05-18T22:16:00,11,SCN-11-4,Success,Access granted
7925,7925,2026-05-19T20:36:00,9,SCN-9-1,Success,Access granted
7926,7926,2026-05-20T20:54:00,1,SCN-1-3,Success,Access granted
7927,7927,2026-05-21T22:18:00,9,SCN-9-2,Success,Access granted
7928,7928,2026-05-22T20:46:00,7,SCN-7-2,Success,Access granted
7929,7929,2026-05-23T15:10:00,9,SCN-9-1,Success,Access granted
7930,7930,2026-05-14T20:47:00,3,SCN-3-1,Success,Access granted
7931,7931,2026-05-15T19:31:00,12,SCN-12-3,Success,Access granted
7932,7932,2026-05-16T16:57:00,4,SCN-4-4,Success,Access granted
7933,7933,2026-05-17T20:51:00,10,SCN-10-1,Success,Access granted
7934,7934,2026-05-18T22:51:00,9,SCN-9-2,Success,Access granted
7935,7935,2026-05-19T21:04:00,10,SCN-10-1,Success,Access granted
7936,7936,2026-05-20T20:39:00,5,SCN-5-4,Success,Access granted
7937,7937,2026-05-21T23:05:00,7,SCN-7-3,Success,Access granted
7938,7938,2026-05-22T19:50:00,7,SCN-7-2,Success,Access granted
7939,7939,2026-05-23T15:48:00,8,SCN-8-3,Success,Access granted
7940,7940,2026-05-14T19:45:00,6,SCN-6-3,Success,Access granted
7941,7941,2026-05-15T20:24:00,14,SCN-14-4,Success,Access granted
7942,7942,2026-05-16T15:13:00,4,SCN-4-1,Success,Access granted
7943,7943,2026-05-17T19:13:00,9,SCN-9-4,Success,Access granted
7944,7944,2026-05-18T21:32:00,7,SCN-7-2,Success,Access granted
7945,7945,2026-05-19T19:07:00,8,SCN-8-3,Success,Access granted
7946,7946,2026-05-20T20:04:00,4,SCN-4-3,Success,Access granted
7947,7947,2026-05-21T22:42:00,10,SCN-10-3,Success,Access granted
7948,7948,2026-05-22T21:19:00,10,SCN-10-4,Success,Access granted
7949,7949,2026-05-23T16:51:00,10,SCN-10-2,Success,Access granted
7950,7950,2026-05-14T21:13:00,2,SCN-2-3,Success,Access granted
7951,7951,2026-05-15T20:49:00,13,SCN-13-1,Success,Access granted
7952,7952,2026-05-16T16:18:00,1,SCN-1-2,Success,Access granted
7953,7953,2026-05-17T19:02:00,11,SCN-11-1,Success,Access granted
7954,7954,2026-05-18T21:14:00,7,SCN-7-2,Success,Access granted
7955,7955,2026-05-19T19:23:00,7,SCN-7-1,Success,Access granted
7956,7956,2026-05-20T19:50:00,2,SCN-2-4,Success,Access granted
7957,7957,2026-05-21T22:23:00,7,SCN-7-3,Success,Access granted
7958,7958,2026-05-22T20:50:00,8,SCN-8-3,Success,Access granted
7959,7959,2026-05-23T17:15:00,9,SCN-9-1,Success,Access granted
7960,7960,2026-05-14T20:13:00,3,SCN-3-1,Success,Access granted
7961,7961,2026-05-15T20:18:00,15,SCN-15-4,Success,Access granted
7962,7962,2026-05-16T15:37:00,6,SCN-6-1,Success,Access granted
7963,7963,2026-05-17T19:11:00,9,SCN-9-1,Success,Access granted
7964,7964,2026-05-18T22:17:00,10,SCN-10-3,Success,Access granted
7965,7965,2026-05-19T20:55:00,9,SCN-9-2,Success,Access granted
7966,7966,2026-05-20T19:47:00,6,SCN-6-1,Success,Access granted
7967,7967,2026-05-21T23:17:00,7,SCN-7-3,Success,Access granted
7968,7968,2026-05-22T21:07:00,9,SCN-9-3,Success,Access granted
7969,7969,2026-05-23T16:03:00,9,SCN-9-4,Success,Access granted
7970,7970,2026-05-14T19:14:00,4,SCN-4-1,Success,Access granted
7971,7971,2026-05-15T19:46:00,13,SCN-13-4,Success,Access granted
7972,7972,2026-05-16T16:13:00,3,SCN-3-2,Success,Access granted
7973,7973,2026-05-17T19:37:00,9,SCN-9-3,Success,Access granted
7974,7974,2026-05-18T22:57:00,9,SCN-9-3,Success,Access granted
7975,7975,2026-05-19T19:46:00,9,SCN-9-1,Success,Access granted
7976,7976,2026-05-20T21:06:00,5,SCN-5-3,Success,Access granted
7977,7977,2026-05-21T21:42:00,7,SCN-7-1,Success,Access granted
7978,7978,2026-05-22T19:22:00,10,SCN-10-2,Success,Access granted
7979,7979,2026-05-23T16:06:00,8,SCN-8-4,Success,Access granted
7980,7980,2026-05-14T21:14:00,2,SCN-2-1,Success,Access granted
7981,7981,2026-05-15T20:38:00,15,SCN-15-2,Success,Access granted
7982,7982,2026-05-16T15:23:00,6,SCN-6-3,Success,Access granted
7983,7983,2026-05-17T20:36:00,8,SCN-8-1,Success,Access granted
7984,7984,2026-05-18T21:22:00,11,SCN-11-2,Success,Access granted
7985,7985,2026-05-19T19:26:00,7,SCN-7-4,Success,Access granted
7986,7986,2026-05-20T19:14:00,2,SCN-2-1,Success,Access granted
7987,7987,2026-05-21T21:21:00,11,SCN-11-1,Success,Access granted
7988,7988,2026-05-22T19:04:00,8,SCN-8-2,Success,Access granted
7989,7989,2026-05-23T16:50:00,11,SCN-11-4,Success,Access granted
7990,7990,2026-05-14T20:07:00,4,SCN-4-2,Success,Access granted
7991,7991,2026-05-15T19:02:00,13,SCN-13-4,Success,Access granted
7992,7992,2026-05-16T16:04:00,6,SCN-6-1,Success,Access granted
7993,7993,2026-05-17T20:31:00,11,SCN-11-1,Success,Access granted
7994,7994,2026-05-18T22:55:00,11,SCN-11-4,Success,Access granted
7995,7995,2026-05-19T20:29:00,7,SCN-7-4,Success,Access granted
7996,7996,2026-05-20T19:58:00,3,SCN-3-1,Success,Access granted
7997,7997,2026-05-21T21:19:00,7,SCN-7-2,Success,Access granted
7998,7998,2026-05-22T19:00:00,9,SCN-9-3,Success,Access granted
7999,7999,2026-05-23T16:10:00,11,SCN-11-1,Success,Access granted
8000,8000,2026-05-14T19:15:00,3,SCN-3-2,Suspicious Location,Access denied - flagged
8001,6600,2026-05-14T20:25:00,6,SCN-6-3,Success,Verification passed
8002,6924,2026-05-18T21:05:00,9,SCN-9-4,Success,Verification passed
8003,9681,2026-05-15T19:50:00,16,SCN-16-1,Success,Verification passed
8004,541,2026-05-15T21:11:00,14,SCN-14-2,Success,Verification passed
8005,9792,2026-05-16T17:08:00,6,SCN-6-4,Success,Verification passed
8006,7876,2026-05-20T21:15:00,4,SCN-4-2,Success,Verification passed
8007,3775,2026-05-19T19:07:00,10,SCN-10-2,Success,Verification passed
8008,5802,2026-05-16T17:24:00,5,SCN-5-3,Success,Verification passed
8009,539,2026-05-23T17:13:00,9,SCN-9-4,Success,Verification passed
8010,767,2026-05-21T22:06:00,8,SCN-8-3,Success,Verification passed
8011,689,2026-05-23T17:22:00,9,SCN-9-1,Success,Verification passed
8012,6154,2026-05-18T23:13:00,8,SCN-8-2,Success,Verification passed
8013,2319,2026-05-23T15:41:00,7,SCN-7-2,Success,Verification passed
8014,4154,2026-05-18T22:19:00,11,SCN-11-4,Success,Verification passed
8015,5051,2026-05-15T19:00:00,14,SCN-14-3,Success,Verification passed
8016,6877,2026-05-21T21:16:00,7,SCN-7-4,Success,Verification passed
8017,8291,2026-05-15T20:43:00,12,SCN-12-2,Success,Verification passed
8018,4166,2026-05-20T19:22:00,3,SCN-3-3,Duplicate,flagged by fraud rules
8019,7096,2026-05-20T20:39:00,2,SCN-2-4,Success,Verification passed
8020,9579,2026-05-23T15:13:00,9,SCN-9-4,Success,Verification passed
8021,2152,2026-05-16T17:10:00,4,SCN-4-3,Success,Verification passed
8022,512,2026-05-16T15:49:00,1,SCN-1-2,Success,Verification passed
8023,3782,2026-05-16T15:46:00,6,SCN-6-3,Duplicate,flagged by fraud rules
8024,2810,2026-05-14T20:37:00,1,SCN-1-1,Success,Verification passed
8025,9738,2026-05-22T18:51:00,10,SCN-10-4,Success,Verification passed
8026,2268,2026-05-22T18:39:00,8,SCN-8-4,Success,Verification passed
8027,7863,2026-05-17T21:18:00,7,SCN-7-4,Success,Verification passed
8028,4173,2026-05-17T19:05:00,9,SCN-9-2,Success,Verification passed
8029,8830,2026-05-14T20:38:00,5,SCN-5-1,Success,Verification passed
8030,3129,2026-05-23T17:05:00,11,SCN-11-4,Success,Verification passed
8031,9296,2026-05-20T18:49:00,1,SCN-1-1,Success,Verification passed
8032,2255,2026-05-19T20:24:00,9,SCN-9-3,Success,Verification passed
8033,5696,2026-05-20T20:36:00,6,SCN-6-1,Success,Verification passed
8034,7350,2026-05-14T20:09:00,3,SCN-3-3,Success,Verification passed
8035,6384,2026-05-18T21:07:00,9,SCN-9-4,Success,Verification passed
8036,8047,2026-05-21T22:59:00,8,SCN-8-3,Success,Verification passed
8037,7460,2026-05-14T20:59:00,3,SCN-3-2,Success,Verification passed
8038,9995,2026-05-19T19:50:00,9,SCN-9-4,Success,Verification passed
8039,1901,2026-05-15T18:39:00,12,SCN-12-2,Success,Verification passed
8040,4365,2026-05-19T21:24:00,7,SCN-7-3,Success,Verification passed
8041,7491,2026-05-15T19:30:00,15,SCN-15-2,Success,Verification passed
8042,1032,2026-05-16T16:28:00,3,SCN-3-2,Success,Verification passed
8043,6152,2026-05-16T17:00:00,6,SCN-6-2,Success,Verification passed
8044,4747,2026-05-21T20:41:00,8,SCN-8-3,Success,Verification passed
8045,8724,2026-05-18T21:47:00,9,SCN-9-1,Success,Verification passed
8046,5577,2026-05-21T22:37:00,8,SCN-8-4,Success,Verification passed
8047,3689,2026-05-23T17:22:00,8,SCN-8-2,Success,Verification passed
8048,4207,2026-05-21T23:09:00,9,SCN-9-3,Success,Verification passed
8049,6333,2026-05-17T20:43:00,9,SCN-9-4,Success,Verification passed
8050,552,2026-05-16T14:51:00,2,SCN-2-1,Success,Verification passed
8051,1252,2026-05-16T16:14:00,5,SCN-5-3,Success,Verification passed
8052,5964,2026-05-18T20:41:00,10,SCN-10-2,Success,Verification passed
8053,6627,2026-05-21T22:25:00,10,SCN-10-1,Success,Verification passed
8054,5445,2026-05-19T19:18:00,8,SCN-8-1,Success,Verification passed
8055,4069,2026-05-23T15:40:00,10,SCN-10-3,Success,Verification passed
8056,9836,2026-05-20T20:28:00,2,SCN-2-3,Success,Verification passed
8057,5408,2026-05-22T19:27:00,10,SCN-10-4,Success,Verification passed
8058,6739,2026-05-23T15:00:00,9,SCN-9-3,Success,Verification passed
8059,9614,2026-05-18T21:05:00,10,SCN-10-1,Success,Verification passed
8060,4283,2026-05-17T19:41:00,10,SCN-10-4,Success,Verification passed
8061,1738,2026-05-22T19:23:00,11,SCN-11-2,Success,Verification passed
8062,8063,2026-05-17T20:57:00,7,SCN-7-4,Success,Verification passed
8063,1770,2026-05-14T21:04:00,6,SCN-6-4,Success,Verification passed
8064,3944,2026-05-18T23:22:00,9,SCN-9-1,Success,Verification passed
8065,6681,2026-05-15T18:33:00,12,SCN-12-4,Success,Verification passed
8066,1383,2026-05-17T20:36:00,11,SCN-11-1,Success,Verification passed
8067,2109,2026-05-23T14:57:00,8,SCN-8-4,Success,Verification passed
8068,4172,2026-05-16T15:39:00,5,SCN-5-2,Success,Verification passed
8069,5287,2026-05-21T22:59:00,9,SCN-9-1,Success,Verification passed
8070,2191,2026-05-15T20:37:00,16,SCN-16-4,Success,Verification passed
8071,1899,2026-05-23T17:06:00,7,SCN-7-4,Success,Verification passed
8072,3351,2026-05-15T20:33:00,16,SCN-16-2,Success,Verification passed
8073,621,2026-05-15T18:57:00,14,SCN-14-3,Invalid QR,flagged by fraud rules
8074,8528,2026-05-22T18:40:00,10,SCN-10-2,Success,Verification passed
8075,72,2026-05-16T17:24:00,1,SCN-1-3,Success,Verification passed
8076,6325,2026-05-19T20:29:00,10,SCN-10-1,Success,Verification passed
8077,9068,2026-05-22T19:39:00,8,SCN-8-3,Success,Verification passed
8078,5203,2026-05-17T18:57:00,9,SCN-9-4,Success,Verification passed
8079,1430,2026-05-14T19:34:00,1,SCN-1-1,Success,Verification passed
8080,4361,2026-05-15T19:00:00,16,SCN-16-2,Suspicious Transfer,flagged by fraud rules
8081,1033,2026-05-17T20:42:00,7,SCN-7-2,Success,Verification passed
8082,206,2026-05-20T19:04:00,6,SCN-6-4,Success,Verification passed
8083,3568,2026-05-22T19:36:00,11,SCN-11-2,Success,Verification passed
8084,6256,2026-05-20T19:59:00,3,SCN-3-3,Success,Verification passed
8085,6600,2026-05-14T18:55:00,6,SCN-6-3,Success,Verification passed
8086,2949,2026-05-23T17:17:00,11,SCN-11-3,Success,Verification passed
8087,9078,2026-05-22T20:46:00,10,SCN-10-3,Success,Verification passed
8088,123,2026-05-17T18:41:00,8,SCN-8-4,Success,Verification passed
8089,5262,2026-05-16T15:48:00,3,SCN-3-1,Success,Verification passed
8090,6843,2026-05-17T20:49:00,7,SCN-7-3,Success,Verification passed
8091,8928,2026-05-22T20:08:00,11,SCN-11-1,Success,Verification passed
8092,6643,2026-05-17T19:54:00,10,SCN-10-3,Success,Verification passed
8093,9691,2026-05-15T21:09:00,13,SCN-13-3,Success,Verification passed
8094,1856,2026-05-20T19:48:00,4,SCN-4-4,Success,Verification passed
8095,298,2026-05-22T19:57:00,7,SCN-7-4,Success,Verification passed
8096,3610,2026-05-14T18:41:00,1,SCN-1-3,Success,Verification passed
8097,194,2026-05-18T22:30:00,10,SCN-10-2,Duplicate,flagged by fraud rules
8098,4265,2026-05-19T20:17:00,8,SCN-8-1,Success,Verification passed
8099,137,2026-05-21T20:52:00,11,SCN-11-3,Success,Verification passed
8100,4197,2026-05-21T22:45:00,8,SCN-8-3,Success,Verification passed
8101,3236,2026-05-20T20:45:00,2,SCN-2-1,Success,Verification passed
8102,7721,2026-05-15T20:15:00,12,SCN-12-4,Success,Verification passed
8103,4719,2026-05-23T15:56:00,7,SCN-7-1,Success,Verification passed
8104,2019,2026-05-23T17:11:00,11,SCN-11-4,Success,Verification passed
8105,4751,2026-05-15T19:00:00,15,SCN-15-1,Success,Verification passed
8106,2410,2026-05-14T18:41:00,6,SCN-6-4,Success,Verification passed
8107,3117,2026-05-21T20:37:00,7,SCN-7-4,Success,Verification passed
8108,2672,2026-05-16T15:07:00,1,SCN-1-3,Success,Verification passed
8109,6461,2026-05-15T19:41:00,13,SCN-13-4,Success,Verification passed
8110,4833,2026-05-17T18:51:00,11,SCN-11-2,Success,Verification passed
8111,5845,2026-05-19T20:58:00,9,SCN-9-4,Success,Verification passed
8112,4210,2026-05-14T20:38:00,3,SCN-3-1,Success,Verification passed
8113,1212,2026-05-16T15:14:00,6,SCN-6-2,Success,Verification passed
8114,3667,2026-05-21T20:50:00,8,SCN-8-3,Success,Verification passed
8115,8473,2026-05-17T19:29:00,10,SCN-10-1,Success,Verification passed
8116,6574,2026-05-18T21:34:00,8,SCN-8-3,Success,Verification passed
8117,2411,2026-05-15T20:18:00,16,SCN-16-3,Success,Verification passed
8118,3660,2026-05-14T21:17:00,6,SCN-6-4,Success,Verification passed
8119,9030,2026-05-14T19:36:00,6,SCN-6-4,Success,Verification passed
8120,3386,2026-05-20T21:19:00,5,SCN-5-1,Success,Verification passed
8121,125,2026-05-19T21:12:00,10,SCN-10-2,Success,Verification passed
8122,6147,2026-05-21T21:56:00,10,SCN-10-4,Success,Verification passed
8123,7701,2026-05-15T20:34:00,15,SCN-15-2,Success,Verification passed
8124,6771,2026-05-15T19:16:00,12,SCN-12-4,Success,Verification passed
8125,6311,2026-05-15T21:07:00,12,SCN-12-2,Success,Verification passed
8126,8438,2026-05-22T19:07:00,8,SCN-8-1,Success,Verification passed
8127,5104,2026-05-18T22:53:00,9,SCN-9-2,Success,Verification passed
8128,6881,2026-05-15T21:21:00,13,SCN-13-4,Success,Verification passed
8129,9871,2026-05-15T21:20:00,15,SCN-15-4,Success,Verification passed
8130,7864,2026-05-18T22:05:00,8,SCN-8-4,Success,Verification passed
8131,8710,2026-05-14T19:21:00,2,SCN-2-3,Success,Verification passed
8132,9727,2026-05-21T22:16:00,8,SCN-8-3,Success,Verification passed
8133,6736,2026-05-20T20:24:00,3,SCN-3-2,Success,Verification passed
8134,8217,2026-05-21T20:34:00,8,SCN-8-2,Success,Verification passed
8135,5752,2026-05-16T15:25:00,5,SCN-5-4,Success,Verification passed
8136,2559,2026-05-23T17:13:00,10,SCN-10-4,Success,Verification passed
8137,5590,2026-05-14T20:46:00,4,SCN-4-3,Success,Verification passed
8138,9787,2026-05-21T20:39:00,9,SCN-9-3,Success,Verification passed
8139,2534,2026-05-18T21:10:00,10,SCN-10-1,Success,Verification passed
8140,849,2026-05-23T17:05:00,8,SCN-8-4,Success,Verification passed
8141,9533,2026-05-17T19:46:00,8,SCN-8-4,Success,Verification passed
8142,7023,2026-05-17T18:44:00,11,SCN-11-1,Success,Verification passed
8143,5256,2026-05-20T19:41:00,2,SCN-2-2,Success,Verification passed
8144,305,2026-05-19T18:43:00,7,SCN-7-3,Success,Verification passed
8145,9394,2026-05-18T22:50:00,7,SCN-7-4,Success,Verification passed
8146,7517,2026-05-21T21:26:00,9,SCN-9-4,Success,Verification passed
8147,6238,2026-05-22T19:02:00,7,SCN-7-1,Duplicate,flagged by fraud rules
8148,2788,2026-05-22T19:31:00,7,SCN-7-1,Success,Verification passed
