item_id,type,category,description,location_lost,location_found,time_lost,time_found,status,matched_item_id,match_score
199,Lost,Other,Lost/Found other item near seat area,Eden Gardens - Press Box 1,,2026-04-02T01:49:00,,Lost,,0.0
200,Lost,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,Narendra Modi Stadium - Corporate Box A 1,,2026-04-12T22:05:00,,Lost,,0.0
201,Lost,Wallets/IDs,Brown leather wallet with driver's license,Eden Gardens - Press Box 1,,2026-04-08T03:59:00,,Lost,,0.0
202,Lost,Apparel,Lost/Found apparel item near seat area,Narendra Modi Stadium - Club Clubhouse 1,,2026-04-18T09:26:00,,Lost,,0.0
203,Lost,Apparel,Lost/Found apparel item near seat area,Wankhede Stadium - VIP Lounge South 1,,2026-04-19T08:17:00,,Lost,,0.0
204,Lost,Apparel,Lost/Found apparel item near seat area,Wankhede Stadium - South Stand 1,,2026-05-03T04:13:00,,Lost,,0.0
205,Lost,Apparel,Lost/Found apparel item near seat area,Eden Gardens - North Stand 1,,2026-04-05T16:52:00,,Lost,,0.0
206,Lost,Wallets/IDs,Student ID card in blue lanyard,Eden Gardens - Food Court West 1,,2026-04-14T19:55:00,,Lost,,0.0
207,Lost,Other,Lost/Found other item near seat area,Eden Gardens - Concourse Lower A 1,,2026-04-08T16:26:00,,Lost,,0.0
208,Lost,Apparel,Lost/Found apparel item near seat area,Wankhede Stadium - Medical Center A 1,,2026-04-02T23:02:00,,Lost,,0.0
209,Lost,Wallets/IDs,Black cardholder containing credit cards,Narendra Modi Stadium - Grand Stand 1,,2026-04-05T01:13:00,,Lost,,0.0
210,Lost,Apparel,Lost/Found apparel item near seat area,Narendra Modi Stadium - South Pavilion 1,,2026-04-14T22:54:00,,Lost,,0.0
211,Lost,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,Eden Gardens - North Stand 1,,2026-04-09T17:43:00,,Lost,,0.0
212,Lost,Wallets/IDs,Brown leather wallet with driver's license,Eden Gardens - Concourse Lower A 1,,2026-04-23T09:46:00,,Lost,,0.0
213,Lost,Keys,Lost/Found keys item near seat area,Eden Gardens - Medical Center A 1,,2026-04-04T06:14:00,,Lost,,0.0
214,Lost,Electronics,Apple Airpods Pro in white case,Narendra Modi Stadium - Corporate Box A 1,,2026-04-13T22:41:00,,Lost,,0.0
215,Lost,Apparel,Lost/Found apparel item near seat area,Eden Gardens - Corporate Box B 1,,2026-04-08T08:41:00,,Lost,,0.0
216,Lost,Wallets/IDs,Black cardholder containing credit cards,Eden Gardens - Press Box 1,,2026-04-28T14:11:00,,Lost,,0.0
217,Lost,Keys,Lost/Found keys item near seat area,Eden Gardens - VIP Lounge South 1,,2026-04-02T05:05:00,,Lost,,0.0
218,Lost,Apparel,Lost/Found apparel item near seat area,Wankhede Stadium - Medical Center A 1,,2026-04-13T19:34:00,,Lost,,0.0
219,Lost,Apparel,Lost/Found apparel item near seat area,Narendra Modi Stadium - Food Court East 1,,2026-04-11T08:12:00,,Lost,,0.0
220,Lost,Apparel,Lost/Found apparel item near seat area,Narendra Modi Stadium - Press Box 1,,2026-04-12T15:42:00,,Lost,,0.0
221,Lost,Other,Lost/Found other item near seat area,Narendra Modi Stadium - Concourse Lower B 1,,2026-04-13T10:39:00,,Lost,,0.0
222,Lost,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,Eden Gardens - South Pavilion 1,,2026-04-06T18:08:00,,Lost,,0.0
223,Lost,Other,Lost/Found other item near seat area,Narendra Modi Stadium - Press Box 1,,2026-04-07T17:10:00,,Lost,,0.0
224,Lost,Electronics,Apple Airpods Pro in white case,Wankhede Stadium - High Court Stand 1,,2026-04-05T07:20:00,,Lost,,0.0
225,Lost,Wallets/IDs,Student ID card in blue lanyard,Eden Gardens - Food Court West 1,,2026-04-11T23:20:00,,Lost,,0.0
226,Lost,Keys,Lost/Found keys item near seat area,Narendra Modi Stadium - Corporate Box A 1,,2026-04-24T17:30:00,,Lost,,0.0
227,Lost,Electronics,Black iPhone 13 in transparent case,Wankhede Stadium - Medical Center A 1,,2026-04-20T15:26:00,,Lost,,0.0
228,Lost,Wallets/IDs,Black cardholder containing credit cards,Wankhede Stadium - Club Clubhouse 1,,2026-04-05T17:45:00,,Lost,,0.0
229,Lost,Apparel,Lost/Found apparel item near seat area,Eden Gardens - VIP Lounge South 1,,2026-04-14T00:47:00,,Lost,,0.0
230,Lost,Electronics,Black iPhone 13 in transparent case,Eden Gardens - South Pavilion 1,,2026-04-26T13:50:00,,Lost,,0.0
231,Lost,Wallets/IDs,Brown leather wallet with driver's license,Eden Gardens - VIP Lounge North 1,,2026-04-02T00:16:00,,Lost,,0.0
232,Lost,Apparel,Lost/Found apparel item near seat area,Eden Gardens - Medical Center A 1,,2026-04-07T03:58:00,,Lost,,0.0
233,Lost,Other,Lost/Found other item near seat area,Eden Gardens - West Stand 1,,2026-04-09T15:32:00,,Lost,,0.0
234,Lost,Keys,Lost/Found keys item near seat area,Eden Gardens - VIP Lounge South 1,,2026-04-03T08:59:00,,Lost,,0.0
235,Lost,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,Wankhede Stadium - Club Clubhouse 1,,2026-05-04T10:56:00,,Lost,,0.0
236,Lost,Electronics,Samsung Galaxy S22 with cracked back,Narendra Modi Stadium - Food Court West 1,,2026-04-12T14:11:00,,Lost,,0.0
237,Lost,Apparel,Lost/Found apparel item near seat area,Narendra Modi Stadium - Food Court West 1,,2026-04-16T23:30:00,,Lost,,0.0
238,Lost,Keys,Lost/Found keys item near seat area,Eden Gardens - VIP Lounge North 1,,2026-05-05T06:28:00,,Lost,,0.0
239,Lost,Electronics,Black iPhone 13 in transparent case,Narendra Modi Stadium - Corporate Box B 1,,2026-04-09T22:38:00,,Lost,,0.0
240,Lost,Apparel,Lost/Found apparel item near seat area,Eden Gardens - South Pavilion 1,,2026-04-23T00:18:00,,Lost,,0.0
241,Lost,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,Narendra Modi Stadium - South Pavilion 1,,2026-05-02T09:50:00,,Lost,,0.0
242,Lost,Wallets/IDs,Black cardholder containing credit cards,Narendra Modi Stadium - Food Court West 1,,2026-04-16T01:05:00,,Lost,,0.0
243,Lost,Wallets/IDs,Black cardholder containing credit cards,Narendra Modi Stadium - Corporate Box A 1,,2026-04-28T21:57:00,,Lost,,0.0
244,Lost,Keys,Lost/Found keys item near seat area,Wankhede Stadium - Corporate Box B 1,,2026-04-18T01:07:00,,Lost,,0.0
245,Lost,Wallets/IDs,Black cardholder containing credit cards,Eden Gardens - North Stand 1,,2026-04-21T22:45:00,,Lost,,0.0
246,Lost,Keys,Lost/Found keys item near seat area,Eden Gardens - Corporate Box A 1,,2026-04-16T20:16:00,,Lost,,0.0
247,Lost,Keys,Lost/Found keys item near seat area,Eden Gardens - Club Clubhouse 1,,2026-04-28T03:45:00,,Lost,,0.0
248,Lost,Wallets/IDs,Indian Passport under name Rohit,Eden Gardens - Medical Center A 1,,2026-04-24T21:21:00,,Lost,,0.0
249,Lost,Keys,Lost/Found keys item near seat area,Eden Gardens - Club Clubhouse 1,,2026-05-02T12:41:00,,Lost,,0.0
250,Lost,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,Wankhede Stadium - Corporate Box B 1,,2026-04-12T17:24:00,,Lost,,0.0
251,Found,Electronics,Samsung Galaxy S22 with cracked screen,,Narendra Modi Stadium - North Stand 1,,2026-04-04T03:00:00,Matched,1,0.92
252,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-02T05:21:00,Matched,2,0.78
253,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Concourse Lower B 1,,2026-04-06T18:43:00,Matched,3,0.91
254,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - Club Clubhouse 1,,2026-04-18T12:20:00,Matched,4,0.84
255,Found,Electronics,Red noise-cancelling headphones,,Wankhede Stadium - High Court Stand 1,,2026-04-06T09:30:00,Matched,5,0.77
256,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-02T05:45:00,Matched,6,0.86
257,Found,Electronics,Black iPhone 13 in silicone case,,Eden Gardens - VIP Lounge North 1,,2026-04-23T04:01:00,Matched,7,0.93
258,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Food Court West 1,,2026-04-22T05:31:00,Matched,8,0.82
259,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-12T04:00:00,Matched,9,0.87
260,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Eden Gardens - South Pavilion 1,,2026-04-05T21:58:00,Matched,10,0.79
261,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - Food Court West 1,,2026-05-04T20:52:00,Matched,11,0.9
262,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - Corporate Box B 1,,2026-04-07T22:59:00,Matched,12,0.81
263,Found,Wallets/IDs,Black cardholder containing credit cards,,Eden Gardens - Corporate Box A 1,,2026-04-29T07:32:00,Matched,13,0.78
264,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Corporate Box A 1,,2026-04-25T15:43:00,Matched,14,0.82
265,Found,Wallets/IDs,Indian Passport under name Rohit,,Eden Gardens - Food Court West 1,,2026-04-17T21:33:00,Matched,15,0.8
266,Found,Wallets/IDs,Indian Passport under name Rohit,,Eden Gardens - South Pavilion 1,,2026-04-25T18:27:00,Matched,16,0.76
267,Found,Wallets/IDs,Brown leather wallet with driver's license,,Eden Gardens - Corporate Box A 1,,2026-04-25T19:44:00,Matched,17,0.9
268,Found,Wallets/IDs,Brown leather wallet with driver's license,,Eden Gardens - South Pavilion 1,,2026-04-19T21:54:00,Matched,18,0.94
269,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - High Court Stand 1,,2026-04-12T06:20:00,Matched,19,0.9
270,Found,Wallets/IDs,Black cardholder containing credit cards,,Narendra Modi Stadium - North Stand 1,,2026-04-05T12:06:00,Matched,20,0.95
271,Found,Electronics,Samsung Galaxy S22 with cracked screen,,Narendra Modi Stadium - Grand Stand 1,,2026-04-20T04:44:00,Matched,21,0.89
272,Found,Electronics,Apple Airpods Pro in white case,,Eden Gardens - South Pavilion 1,,2026-04-29T13:59:00,Matched,22,0.9
273,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - South Stand 1,,2026-04-13T04:34:00,Matched,23,0.75
274,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - North Stand 1,,2026-04-10T12:43:00,Matched,24,0.9
275,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - Club Clubhouse 1,,2026-04-15T16:32:00,Matched,25,0.91
276,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - Concourse Upper A 1,,2026-04-06T13:16:00,Matched,26,0.89
277,Found,Wallets/IDs,Black cardholder containing credit cards,,Narendra Modi Stadium - Corporate Box A 1,,2026-05-02T00:20:00,Matched,27,0.8
278,Found,Wallets/IDs,Indian Passport under name Rohit,,Narendra Modi Stadium - High Court Stand 1,,2026-04-20T21:29:00,Matched,28,0.93
279,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - West Stand 1,,2026-04-24T09:51:00,Matched,29,0.84
280,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - South Stand 1,,2026-05-02T01:54:00,Matched,30,0.8
281,Found,Electronics,Red noise-cancelling headphones,,Narendra Modi Stadium - West Stand 1,,2026-04-28T11:17:00,Matched,31,0.83
282,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-05T19:42:00,Matched,32,0.84
283,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - Corporate Box B 1,,2026-04-07T19:03:00,Matched,33,0.77
284,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - North Stand 1,,2026-04-14T14:37:00,Matched,34,0.75
285,Found,Wallets/IDs,Brown leather wallet with driver's license,,Narendra Modi Stadium - Club Clubhouse 1,,2026-04-06T18:19:00,Matched,35,0.87
286,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - South Stand 1,,2026-04-05T01:37:00,Matched,36,0.81
287,Found,Wallets/IDs,Indian Passport under name Rohit,,Wankhede Stadium - Concourse Lower A 1,,2026-05-04T04:53:00,Matched,37,0.79
288,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - Corporate Box A 1,,2026-04-16T04:23:00,Matched,38,0.73
289,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - North Stand 1,,2026-04-05T12:11:00,Matched,39,0.79
290,Found,Wallets/IDs,Brown leather wallet with driver's license,,Eden Gardens - East Stand 1,,2026-04-05T18:01:00,Matched,40,0.77
291,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Wankhede Stadium - Club Clubhouse 1,,2026-04-18T00:15:00,Matched,41,0.77
292,Found,Electronics,Apple Airpods Pro in white case,,Narendra Modi Stadium - High Court Stand 1,,2026-04-23T01:22:00,Matched,42,0.95
293,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - Concourse Lower A 1,,2026-04-04T19:56:00,Matched,43,0.88
294,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - High Court Stand 1,,2026-04-09T06:27:00,Matched,44,0.95
295,Found,Wallets/IDs,Brown leather wallet with driver's license,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-17T12:20:00,Matched,45,0.75
296,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Corporate Box A 1,,2026-04-25T12:57:00,Matched,46,0.83
297,Found,Electronics,Black iPhone 13 in silicone case,,Narendra Modi Stadium - Concourse Lower B 1,,2026-04-13T19:15:00,Matched,47,0.78
298,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - High Court Stand 1,,2026-04-20T12:23:00,Matched,48,0.92
299,Found,Wallets/IDs,Student ID card in blue lanyard,,Eden Gardens - Food Court West 1,,2026-04-29T04:06:00,Matched,49,0.81
300,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Club Clubhouse 1,,2026-04-14T10:02:00,Matched,50,0.78
301,Found,Electronics,Apple Airpods Pro in white case,,Narendra Modi Stadium - Concourse Upper A 1,,2026-05-02T13:49:00,Found,,0.0
302,Found,Electronics,Apple Airpods Pro in white case,,Wankhede Stadium - Food Court West 1,,2026-04-25T13:19:00,Found,,0.0
303,Found,Other,Lost/Found other item near seat area,,Eden Gardens - South Pavilion 1,,2026-04-13T21:03:00,Found,,0.0
304,Found,Electronics,Apple Airpods Pro in white case,,Eden Gardens - East Stand 1,,2026-04-27T00:35:00,Found,,0.0
305,Found,Electronics,Samsung Galaxy S22 with cracked back,,Eden Gardens - Corporate Box B 1,,2026-04-02T04:50:00,Found,,0.0
306,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Eden Gardens - Food Court West 1,,2026-05-05T00:16:00,Found,,0.0
307,Found,Keys,Lost/Found keys item near seat area,,Eden Gardens - Food Court West 1,,2026-04-16T19:05:00,Found,,0.0
308,Found,Other,Lost/Found other item near seat area,,Eden Gardens - Corporate Box A 1,,2026-04-25T07:33:00,Found,,0.0
309,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - VIP Lounge South 1,,2026-04-24T13:52:00,Found,,0.0
310,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - Club Clubhouse 1,,2026-04-29T22:39:00,Found,,0.0
311,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Eden Gardens - VIP Lounge North 1,,2026-04-20T02:53:00,Found,,0.0
312,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - Corporate Box B 1,,2026-05-05T13:00:00,Found,,0.0
313,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - VIP Lounge North 1,,2026-04-22T17:51:00,Found,,0.0
314,Found,Keys,Lost/Found keys item near seat area,,Eden Gardens - Press Box 1,,2026-04-25T10:50:00,Found,,0.0
315,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Eden Gardens - Food Court West 1,,2026-04-23T20:06:00,Found,,0.0
316,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - Club Clubhouse 1,,2026-04-05T03:19:00,Found,,0.0
317,Found,Other,Lost/Found other item near seat area,,Eden Gardens - Club Clubhouse 1,,2026-04-28T21:54:00,Found,,0.0
318,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - South Pavilion 1,,2026-04-05T06:59:00,Found,,0.0
319,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - Concourse Lower A 1,,2026-04-17T06:31:00,Found,,0.0
320,Found,Electronics,Red noise-cancelling headphones,,Eden Gardens - Concourse Lower A 1,,2026-04-18T13:18:00,Found,,0.0
321,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - Press Box 1,,2026-04-17T16:57:00,Found,,0.0
322,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - Grand Stand 1,,2026-04-09T08:29:00,Found,,0.0
323,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - South Stand 1,,2026-04-05T00:14:00,Found,,0.0
324,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - VIP Lounge South 1,,2026-05-06T02:39:00,Found,,0.0
325,Found,Electronics,Red noise-cancelling headphones,,Narendra Modi Stadium - Grand Stand 1,,2026-04-14T12:01:00,Found,,0.0
326,Found,Keys,Lost/Found keys item near seat area,,Eden Gardens - Club Clubhouse 1,,2026-04-24T06:12:00,Found,,0.0
327,Found,Wallets/IDs,Indian Passport under name Rohit,,Narendra Modi Stadium - Club Clubhouse 1,,2026-04-12T11:47:00,Found,,0.0
328,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Press Box 1,,2026-04-24T11:27:00,Found,,0.0
329,Found,Electronics,Apple Airpods Pro in white case,,Eden Gardens - VIP Lounge South 1,,2026-04-22T04:38:00,Found,,0.0
330,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - VIP Lounge North 1,,2026-04-12T23:13:00,Found,,0.0
331,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - VIP Lounge North 1,,2026-04-28T02:30:00,Found,,0.0
332,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - High Court Stand 1,,2026-04-16T17:56:00,Found,,0.0
333,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-18T20:29:00,Found,,0.0
334,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - Food Court West 1,,2026-04-23T19:27:00,Found,,0.0
335,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Wankhede Stadium - South Stand 1,,2026-04-28T16:57:00,Found,,0.0
336,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - South Stand 1,,2026-04-02T11:42:00,Found,,0.0
337,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Food Court West 1,,2026-04-03T23:37:00,Found,,0.0
338,Found,Wallets/IDs,Brown leather wallet with driver's license,,Narendra Modi Stadium - Concourse Upper A 1,,2026-04-19T10:58:00,Found,,0.0
339,Found,Other,Lost/Found other item near seat area,,Eden Gardens - South Stand 1,,2026-04-08T10:26:00,Found,,0.0
340,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - Grand Stand 1,,2026-05-03T11:25:00,Found,,0.0
341,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - Food Court West 1,,2026-04-22T09:21:00,Found,,0.0
342,Found,Wallets/IDs,Black cardholder containing credit cards,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-05T19:22:00,Found,,0.0
343,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - South Stand 1,,2026-04-17T20:08:00,Found,,0.0
344,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-30T15:23:00,Found,,0.0
345,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - Corporate Box B 1,,2026-04-03T00:05:00,Found,,0.0
346,Found,Electronics,Black iPhone 13 in transparent case,,Eden Gardens - North Stand 1,,2026-04-01T17:24:00,Found,,0.0
347,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - Food Court West 1,,2026-04-20T18:05:00,Found,,0.0
348,Found,Wallets/IDs,Indian Passport under name Rohit,,Narendra Modi Stadium - West Stand 1,,2026-04-06T05:45:00,Found,,0.0
349,Found,Other,Lost/Found other item near seat area,,Eden Gardens - Club Clubhouse 1,,2026-04-14T02:29:00,Found,,0.0
350,Found,Electronics,Samsung Galaxy S22 with cracked back,,Eden Gardens - North Stand 1,,2026-04-30T19:01:00,Found,,0.0
351,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Food Court West 1,,2026-05-01T01:31:00,Found,,0.0
352,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Corporate Box A 1,,2026-04-19T18:17:00,Found,,0.0
353,Found,Electronics,Samsung Galaxy S22 with cracked back,,Narendra Modi Stadium - Press Box 1,,2026-04-14T18:27:00,Found,,0.0
354,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Eden Gardens - South Pavilion 1,,2026-04-20T00:21:00,Found,,0.0
355,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - High Court Stand 1,,2026-04-23T15:43:00,Found,,0.0
356,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - Grand Stand 1,,2026-04-25T22:04:00,Found,,0.0
357,Found,Wallets/IDs,Student ID card in blue lanyard,,Wankhede Stadium - Medical Center A 1,,2026-04-28T15:01:00,Found,,0.0
358,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - South Stand 1,,2026-05-05T03:16:00,Found,,0.0
359,Found,Wallets/IDs,Indian Passport under name Rohit,,Narendra Modi Stadium - VIP Lounge North 1,,2026-04-24T00:49:00,Found,,0.0
360,Found,Wallets/IDs,Black cardholder containing credit cards,,Eden Gardens - VIP Lounge South 1,,2026-04-18T21:17:00,Found,,0.0
361,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - High Court Stand 1,,2026-04-13T09:14:00,Found,,0.0
362,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - South Pavilion 1,,2026-04-12T04:40:00,Found,,0.0
363,Found,Electronics,Red noise-cancelling headphones,,Wankhede Stadium - Club Clubhouse 1,,2026-04-13T19:38:00,Found,,0.0
364,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - Concourse Upper B 1,,2026-04-19T07:45:00,Found,,0.0
365,Found,Other,Lost/Found other item near seat area,,Eden Gardens - South Pavilion 1,,2026-04-25T06:48:00,Found,,0.0
366,Found,Wallets/IDs,Indian Passport under name Rohit,,Eden Gardens - VIP Lounge South 1,,2026-04-30T09:03:00,Found,,0.0
367,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - Food Court East 1,,2026-04-01T16:14:00,Found,,0.0
368,Found,Wallets/IDs,Black cardholder containing credit cards,,Eden Gardens - West Stand 1,,2026-04-12T02:54:00,Found,,0.0
369,Found,Electronics,Samsung Galaxy S22 with cracked back,,Narendra Modi Stadium - Food Court East 1,,2026-04-10T10:01:00,Found,,0.0
370,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Wankhede Stadium - Medical Center A 1,,2026-05-04T01:52:00,Found,,0.0
371,Found,Electronics,Red noise-cancelling headphones,,Eden Gardens - East Stand 1,,2026-04-12T16:20:00,Found,,0.0
372,Found,Wallets/IDs,Student ID card in blue lanyard,,Wankhede Stadium - South Stand 1,,2026-04-06T17:36:00,Found,,0.0
373,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - Food Court West 1,,2026-04-01T22:27:00,Found,,0.0
374,Found,Wallets/IDs,Black cardholder containing credit cards,,Wankhede Stadium - Concourse Lower A 1,,2026-04-17T08:56:00,Found,,0.0
375,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - High Court Stand 1,,2026-04-12T16:52:00,Found,,0.0
376,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - Food Court West 1,,2026-04-17T19:46:00,Found,,0.0
377,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Concourse Lower B 1,,2026-04-10T14:33:00,Found,,0.0
378,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Eden Gardens - East Stand 1,,2026-04-19T09:52:00,Found,,0.0
379,Found,Keys,Lost/Found keys item near seat area,,Eden Gardens - South Pavilion 1,,2026-04-28T06:07:00,Found,,0.0
380,Found,Other,Lost/Found other item near seat area,,Eden Gardens - Medical Center A 1,,2026-04-04T05:14:00,Found,,0.0
381,Found,Electronics,Apple Airpods Pro in white case,,Narendra Modi Stadium - High Court Stand 1,,2026-04-05T14:16:00,Found,,0.0
382,Found,Wallets/IDs,Indian Passport under name Rohit,,Wankhede Stadium - Corporate Box B 1,,2026-04-02T09:06:00,Found,,0.0
383,Found,Electronics,Black iPhone 13 in transparent case,,Narendra Modi Stadium - Concourse Upper A 1,,2026-04-08T02:27:00,Found,,0.0
384,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-07T15:19:00,Found,,0.0
385,Found,Electronics,Red noise-cancelling headphones,,Eden Gardens - South Pavilion 1,,2026-04-12T10:13:00,Found,,0.0
386,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - West Stand 1,,2026-05-05T00:10:00,Found,,0.0
387,Found,Wallets/IDs,Brown leather wallet with driver's license,,Wankhede Stadium - South Stand 1,,2026-04-04T22:32:00,Found,,0.0
388,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Corporate Box B 1,,2026-04-15T17:41:00,Found,,0.0
389,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Press Box 1,,2026-04-04T13:05:00,Found,,0.0
390,Found,Wallets/IDs,Black cardholder containing credit cards,,Narendra Modi Stadium - Club Clubhouse 1,,2026-04-13T09:38:00,Found,,0.0
391,Found,Electronics,Samsung Galaxy S22 with cracked back,,Eden Gardens - VIP Lounge South 1,,2026-04-17T21:53:00,Found,,0.0
392,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Eden Gardens - VIP Lounge North 1,,2026-04-25T07:07:00,Found,,0.0
393,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - South Stand 1,,2026-04-13T04:23:00,Found,,0.0
394,Found,Electronics,Apple Airpods Pro in white case,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-27T11:07:00,Found,,0.0
395,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - South Stand 1,,2026-04-11T16:38:00,Found,,0.0
396,Found,Electronics,Samsung Galaxy S22 with cracked back,,Narendra Modi Stadium - West Stand 1,,2026-05-02T12:31:00,Found,,0.0
397,Found,Wallets/IDs,Black cardholder containing credit cards,,Wankhede Stadium - Corporate Box B 1,,2026-05-02T18:17:00,Found,,0.0
398,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - South Stand 1,,2026-04-30T06:25:00,Found,,0.0
399,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Press Box 1,,2026-04-22T23:51:00,Found,,0.0
